,FirstBlood,WardsPlacedDiff,WardsDestroyedDiff,KillsDiff,AssistsDiff,Dragons,Heralds,TowersDestroyedDiff,GoldDiff,AvgLevelDiff,ExperienceDiff,CSdiff,JungleMinionsKilledDiff
6287,0,-3,1,-4,-2,-1,-1,-1,-2943,0.0,-1203,-35,14
1105,0,2,0,4,11,-1,0,0,1417,0.20000000000000018,1116,-8,-14
5900,1,1,1,5,5,-1,1,0,1706,0.40000000000000036,1239,-10,17
3897,0,22,1,-1,1,-1,0,0,-1814,-0.40000000000000036,-2306,-38,-36
4791,0,-20,4,0,-3,1,0,0,544,0.40000000000000036,758,21,13
9704,0,-1,-1,-7,-10,-1,0,0,-3478,-0.40000000000000036,-2027,-8,-9
9051,0,4,-2,-2,5,-1,0,0,-418,0.0,-611,8,-14
1682,1,-1,1,4,6,1,0,0,811,0.20000000000000018,881,-14,-11
3866,1,2,-2,6,7,-1,0,0,3368,0.40000000000000036,2352,18,-8
6169,0,-4,1,3,0,0,0,0,-136,-0.1999999999999993,-385,-33,-4
4381,0,-8,-2,-3,-4,-1,1,1,-990,-0.20000000000000018,-2014,-26,-12
2246,1,23,0,3,0,1,0,0,2094,0.40000000000000036,2788,17,8
8338,0,1,1,-6,-11,-1,-1,0,-3762,0.0,-1626,-12,-4
7328,0,-1,-3,-1,2,0,0,0,-893,-0.39999999999999947,-670,-6,-18
4585,0,0,1,5,3,-1,0,0,1992,0.6000000000000005,2548,1,13
5429,1,1,1,5,6,-1,0,0,1518,0.0,-5,6,-16
3086,1,1,-1,-2,7,-1,0,0,-82,0.0,117,-21,17
652,0,20,-1,-5,-4,0,-1,0,-4149,-0.5999999999999996,-3222,-70,-5
3040,0,-28,-1,-9,-9,-1,0,0,-4879,-0.8000000000000007,-3465,-85,7
5489,0,5,5,-3,1,-1,0,0,-847,-0.20000000000000018,-267,6,-13
31,1,2,2,3,4,1,1,0,1703,0.39999999999999947,1696,12,3
6988,0,86,-2,-8,-7,-1,0,0,-5199,-0.8000000000000007,-3608,-81,3
1138,1,-2,-1,4,6,0,-1,0,3517,0.6000000000000005,2356,36,27
7957,1,-5,-3,2,-3,1,-1,0,32,0.5999999999999996,822,4,0
3572,1,5,1,1,-1,-1,0,0,274,-0.20000000000000018,-459,13,-11
3088,0,27,-3,-9,-6,-1,0,0,-5802,-0.5999999999999996,-3559,-39,-5
4982,1,-4,-1,-3,-10,0,0,0,-1995,-0.40000000000000036,-1194,-33,7
8211,0,-4,2,4,2,1,0,0,2419,-0.20000000000000018,1118,14,-16
4082,1,-6,0,-3,-5,0,-1,0,-1929,-0.40000000000000036,-655,1,13
7181,1,4,-2,5,5,0,1,0,3380,0.40000000000000036,1666,42,0
6231,1,4,1,7,16,1,0,0,3350,0.20000000000000018,1590,5,-10
657,0,4,1,0,1,-1,0,0,-1344,-0.40000000000000036,-2597,-14,-27
5060,1,-2,0,1,-3,1,1,0,1011,0.20000000000000018,480,39,-12
6657,0,3,2,-4,-4,-1,0,0,-2681,-0.40000000000000036,-1941,-39,-2
6545,0,-5,0,3,5,1,-1,0,777,0.0,742,-8,-7
2810,1,-6,0,0,-5,0,0,0,-466,0.39999999999999947,608,-31,13
6628,1,5,-1,-3,-2,-1,0,0,-100,-0.20000000000000018,-305,54,9
7778,1,-1,2,4,4,0,0,0,2263,0.40000000000000036,1451,7,0
6549,1,0,2,5,8,1,0,0,2119,0.20000000000000018,209,15,0
1996,0,-33,3,-4,-9,1,0,0,273,0.40000000000000036,1428,14,41
8796,1,23,-3,-8,-10,0,-1,-1,-5214,-0.7999999999999998,-3160,-30,6
6685,0,2,-1,-4,-8,-1,0,0,-1510,-0.6000000000000005,-1756,-7,13
4283,1,1,0,3,8,1,0,0,1259,0.7999999999999998,2317,-13,23
6834,1,-3,-4,-3,-6,-1,0,0,-1157,0.20000000000000018,-573,-32,-4
3509,1,2,1,0,3,-1,1,0,153,0.0,917,-23,17
1045,0,-14,0,-4,1,0,0,0,-1753,-0.7999999999999998,-3324,-19,-19
4072,1,47,-1,-1,1,1,0,0,-1209,-0.40000000000000036,-1184,2,-12
8509,1,1,2,7,4,1,0,0,4836,1.0,2713,54,2
5468,0,-3,-1,-4,-7,1,-1,0,-3331,-0.7999999999999998,-3464,-30,-19
6808,0,3,1,-1,1,0,0,0,789,0.20000000000000018,1620,28,39
9147,1,-73,-2,0,7,0,-1,1,1189,0.0,-821,10,-10
2903,1,-9,0,-1,0,-1,0,0,-50,0.20000000000000018,563,5,-15
7535,0,0,3,5,3,-1,0,0,1926,0.7999999999999998,3774,-26,8
9778,1,2,-2,4,4,1,0,0,2392,0.40000000000000036,1200,33,-1
892,1,-1,-5,1,4,-1,-1,0,-16,0.0,497,10,-5
4555,1,4,3,5,6,1,0,0,2929,0.20000000000000018,1296,40,0
2381,1,2,-1,-6,-6,0,0,0,-2636,-0.39999999999999947,-839,-34,-5
4198,1,4,1,3,2,0,0,0,1868,0.40000000000000036,726,13,-9
5268,0,1,0,2,0,1,-1,0,172,0.0,-278,-11,-12
8477,1,-42,1,-5,-3,-1,0,0,-2168,-0.40000000000000036,-2144,-6,5
4430,1,-2,-3,-2,-4,-1,0,0,-1936,-0.40000000000000036,-646,-49,7
4384,0,0,0,5,1,0,0,0,3062,0.7999999999999998,2772,51,4
8332,1,-1,-1,-3,0,-1,0,0,98,0.0,-786,11,1
5521,0,-18,-1,-1,2,-1,-1,0,-1127,-0.40000000000000036,-1496,-13,-9
7280,1,2,0,-1,-4,-1,0,0,699,0.0,-254,19,-2
3910,1,-17,-6,1,2,-1,1,0,694,0.0,1305,-13,25
4642,1,4,0,11,10,0,0,1,5872,1.2000000000000002,4455,34,24
5387,0,10,0,3,-1,0,1,0,1693,0.39999999999999947,1979,28,9
5072,0,-27,4,-7,-4,0,-1,0,-4138,-0.6000000000000005,-3792,-34,-13
4379,1,-3,2,-7,-6,-1,0,0,-3832,-1.0,-3915,-34,-14
3223,0,-5,1,-5,-2,-1,-1,-2,-3909,-0.6000000000000005,-2136,-22,-6
1577,0,-1,1,-8,-12,1,-1,-2,-4864,-0.6000000000000005,-2818,-5,7
4510,0,2,0,3,4,1,0,0,661,0.20000000000000018,735,-19,15
1907,0,-1,2,-3,-4,1,0,0,-312,0.0,37,14,4
216,0,9,-1,-2,-8,-1,1,0,-810,0.0,-305,-14,7
2758,0,-4,1,-7,-11,-1,0,0,-3148,-0.7999999999999998,-2856,13,-20
4416,1,-17,-2,-3,-3,0,0,0,-1673,-0.40000000000000036,-1221,-3,11
5602,1,-4,3,0,6,0,-1,0,1059,0.0,919,47,0
6717,1,-4,0,3,0,-1,1,1,2114,0.7999999999999998,1904,24,-6
3737,1,0,1,7,7,1,0,0,4297,0.6000000000000005,2642,42,-8
9245,1,6,0,1,4,1,0,1,2858,0.0,1988,36,-1
5346,1,15,3,0,1,1,-1,-1,-1555,-0.20000000000000018,-1025,-2,-1
2785,0,-2,1,1,-1,0,0,0,-172,0.20000000000000018,1254,23,7
9609,1,-2,0,-1,-4,-1,-1,0,-2215,-0.39999999999999947,-1879,-13,-9
2432,1,-4,0,3,4,1,0,0,1476,0.20000000000000018,1149,10,-4
8586,1,0,0,4,5,1,-1,0,2198,-0.20000000000000018,10,-2,-3
8406,1,6,-2,2,2,-1,-1,0,500,0.20000000000000018,64,-14,4
6387,0,29,-4,-3,-4,-1,0,0,-2237,-0.20000000000000018,-885,-47,8
1077,1,-3,-2,10,13,0,1,0,4484,0.7999999999999998,2878,-4,26
2254,1,-1,3,0,5,0,0,0,-560,-0.20000000000000018,-1443,-38,18
7276,0,2,-1,1,2,-1,-1,0,41,0.20000000000000018,178,-25,-4
3079,1,1,3,-2,3,-1,-1,-1,-3682,-1.0,-3599,-36,-27
4284,0,-98,0,-1,-4,0,0,0,-919,-0.40000000000000036,47,26,-2
2669,1,27,2,-1,-1,-1,0,0,-682,0.0,-323,15,-8
7637,0,0,3,-2,5,-1,-1,-2,-4408,-1.0,-4522,-48,-28
3101,0,-14,0,-6,-8,0,0,0,-3337,-0.40000000000000036,-1701,2,-13
3041,1,-3,-2,0,-3,1,1,0,-424,0.0,-1075,4,-12
7659,0,13,1,-2,2,0,0,0,520,0.39999999999999947,941,-9,28
654,1,-7,-1,-1,-5,1,0,-1,-1018,0.0,1114,40,0
1328,0,5,0,5,2,0,0,0,1945,0.7999999999999998,2614,29,16
5525,0,26,-1,-3,-7,-1,-1,0,-180,0.20000000000000018,-102,-7,4
9823,0,-1,0,-3,-6,-1,-1,-1,-5059,-1.3999999999999995,-5247,-68,-39
2647,1,-43,11,5,10,1,0,0,3719,0.40000000000000036,1813,4,7
236,0,1,-3,1,5,1,0,0,218,-0.20000000000000018,-204,-5,-6
191,0,-3,-1,-4,-6,-1,-1,0,-3468,-0.8000000000000007,-2158,-36,-36
9044,0,0,2,0,0,1,1,0,1667,0.0,1183,11,28
5320,0,1,2,1,0,1,0,0,911,0.20000000000000018,449,-7,7
8077,1,116,2,1,4,1,-1,0,1549,0.20000000000000018,1179,20,16
9088,1,19,-1,1,0,-1,0,0,-134,-0.20000000000000018,-146,-9,-18
5536,0,-1,-2,-2,0,1,0,0,-1231,0.0,-908,-29,-4
5011,1,1,-2,-1,2,1,1,0,460,-0.20000000000000018,-1107,7,4
1561,1,-3,2,0,3,1,1,0,1542,0.20000000000000018,2179,17,28
7372,0,-21,-2,-7,-7,1,0,-1,-4657,-1.1999999999999993,-4000,-31,-9
9790,0,60,1,-2,-5,1,1,0,-1075,0.0,378,-26,2
7147,0,-26,1,-1,-6,-1,-1,-1,-3288,-0.6000000000000005,-2511,-24,-1
9486,0,-5,1,-9,-7,-1,1,0,-3620,-0.40000000000000036,-2690,-26,23
9654,0,0,0,-4,-1,-1,0,0,-1189,-0.40000000000000036,-1741,-21,12
3129,0,4,-14,4,3,0,-1,0,2230,0.6000000000000005,2112,26,8
4561,1,0,-1,3,-1,-1,0,0,3363,0.39999999999999947,2997,42,16
1302,1,7,2,1,2,1,0,0,1572,0.40000000000000036,829,37,5
9484,0,-79,3,-9,-13,-1,-1,0,-5710,-1.4000000000000004,-4952,-38,-31
4718,1,-4,1,7,11,-1,1,1,4910,0.6000000000000005,2573,35,6
1650,1,23,1,0,0,1,0,0,1152,-0.20000000000000018,-29,33,0
8807,1,-14,0,2,6,-1,-1,0,1108,0.20000000000000018,19,-6,-2
9275,1,-2,1,-3,-7,1,0,0,-1861,-0.40000000000000036,-1195,-15,-5
4170,0,-2,0,2,6,1,0,0,253,-0.40000000000000036,-1300,4,-32
4965,1,10,-2,4,4,1,1,0,145,0.0,-1102,-7,-23
2968,0,-6,6,-7,2,-1,-1,0,-4664,-0.6000000000000005,-2707,-36,-29
1841,1,-12,0,-8,-5,0,0,0,-4292,-1.2000000000000002,-4133,-61,-1
8089,1,-25,1,-5,-5,-1,0,0,-3704,-0.7999999999999998,-4361,-47,-31
6294,0,-1,0,2,1,-1,0,0,2194,0.6000000000000005,2684,55,-8
791,1,-25,1,0,-7,1,0,0,-277,0.0,208,-5,11
5865,1,-6,0,-4,-2,0,1,0,-1685,-0.8000000000000007,-2902,-26,-11
5713,1,-1,-3,2,2,-1,0,0,923,0.39999999999999947,828,-24,6
4872,1,-1,0,-2,5,0,0,0,-1973,-0.40000000000000036,-1497,-19,-20
8611,0,43,-1,-1,0,-1,0,0,-982,0.20000000000000018,1441,17,-14
4272,1,-1,0,7,7,0,0,0,3371,0.1999999999999993,1173,14,-14
3784,0,21,1,1,-1,0,0,0,-470,0.40000000000000036,1524,-21,10
7219,1,11,-2,5,1,-1,0,1,3202,0.8000000000000007,2467,46,-8
7119,1,-11,3,2,1,0,0,0,3094,0.39999999999999947,1999,39,28
312,1,-1,-1,3,-1,1,0,0,2642,0.40000000000000036,1346,53,-10
1605,1,42,1,7,12,1,0,0,3913,1.0,2948,1,-8
8546,1,3,1,10,16,-1,0,0,5224,0.5999999999999996,2715,18,3
4756,1,-21,1,0,-1,-1,0,0,-516,0.0,-113,0,-1
5511,0,3,1,-4,-5,1,0,0,-2794,-0.6000000000000005,-2688,-60,-21
438,1,29,0,1,1,-1,1,0,508,-0.6000000000000005,-1704,-18,-19
1515,1,-1,1,12,9,1,0,1,6907,1.0,4512,80,2
4808,1,-14,-2,8,9,1,0,1,4217,0.20000000000000018,1384,45,-16
6041,0,2,0,-1,0,1,0,0,-1595,-0.20000000000000018,-907,-19,-8
5782,0,-3,-1,-4,-7,-1,-1,-1,-3768,-0.6000000000000005,-2111,-35,-19
66,0,8,-2,-1,1,0,0,0,-1705,-0.20000000000000018,-1839,-17,-10
7154,0,-4,3,-2,-1,-1,0,0,-1295,0.0,-1230,-49,-12
3337,1,2,-1,4,4,1,0,0,646,0.20000000000000018,407,-10,-13
3333,0,-5,2,-4,-3,0,-1,0,-1193,-0.20000000000000018,-843,-20,0
5202,1,-4,1,2,0,-1,1,0,580,-0.20000000000000018,-1033,-11,-12
3015,1,4,3,9,4,1,0,1,5920,0.6000000000000005,2703,61,-10
8905,0,5,-1,-2,1,-1,0,0,-1656,-0.20000000000000018,-1363,-24,-19
8537,1,-2,-2,1,6,1,1,0,-125,0.0,-962,-19,-7
1735,1,2,-2,-3,-8,-1,0,0,-3196,-0.8000000000000007,-3217,-21,-19
3855,1,-6,4,0,2,1,0,0,671,-0.20000000000000018,881,15,2
949,1,-28,2,-3,3,-1,-1,0,-702,-0.5999999999999996,-2110,18,-27
6248,1,-25,0,-2,-7,0,0,0,-707,0.0,-1088,-1,5
5543,0,-3,1,4,9,0,0,0,814,-0.20000000000000018,82,-23,-18
7363,0,-4,-7,-11,-14,0,0,-2,-10830,-2.6000000000000005,-9333,-101,-72
2322,0,-4,-4,1,4,-1,1,0,-597,0.20000000000000018,275,-36,0
3868,1,-22,-2,-1,-7,-1,0,0,383,0.6000000000000005,1668,26,29
9528,1,5,1,2,7,-1,-1,0,111,-0.20000000000000018,-199,-17,-1
279,0,27,-1,-3,-7,-1,0,0,-1937,-0.20000000000000018,-1514,18,-31
8747,1,-2,4,7,4,1,1,0,4446,0.7999999999999998,3448,40,5
5188,1,-1,0,9,16,1,0,0,4260,0.20000000000000018,1422,-6,-11
6690,0,-4,1,-15,-16,-1,0,0,-6850,-1.1999999999999993,-6210,-55,16
2564,0,3,0,0,3,-1,0,0,690,0.0,365,-1,7
9421,0,-33,-3,-12,-17,-1,0,0,-4788,-0.7999999999999998,-2570,-16,6
3005,1,1,2,0,3,0,0,0,387,0.40000000000000036,1781,6,4
9082,1,-11,3,2,3,1,-1,0,-310,-0.20000000000000018,570,-3,3
5085,0,-17,4,2,-1,0,0,0,2365,0.20000000000000018,2052,29,12
3428,0,-3,0,-1,2,-1,1,0,662,0.20000000000000018,44,25,5
4935,0,1,-3,-3,-2,1,0,0,-1857,-0.7999999999999998,-1976,-8,-18
398,0,-37,1,1,-5,0,0,0,-215,-0.20000000000000018,-438,-18,10
7112,1,27,-17,2,1,-1,0,0,1577,0.40000000000000036,2582,30,20
5436,0,-4,-1,-9,-11,0,-1,0,-4885,-1.0,-3111,-58,-1
8002,0,-10,2,-2,-5,0,-1,0,-3147,-1.0,-3323,-45,-24
3032,0,-45,1,0,3,-1,0,0,-1136,0.0,-1235,10,-31
9357,1,20,0,6,6,1,-1,0,2216,0.20000000000000018,949,-38,25
6752,0,-3,-2,-9,-13,-1,0,0,-4552,-0.7999999999999998,-2289,-23,7
4905,0,-3,0,-9,-10,0,0,-1,-7089,-0.6000000000000005,-2815,-41,5
7572,1,-1,-2,6,8,1,0,0,5117,0.7999999999999998,4126,47,20
2235,1,-7,0,8,10,0,0,0,4142,0.8000000000000007,2934,25,11
8156,0,5,1,-1,0,0,0,-2,-3967,-0.40000000000000036,-3114,-67,-8
3539,1,6,-2,-5,-9,-1,0,0,-2550,0.0,-792,-9,12
7571,1,5,-3,7,3,0,1,0,2292,0.20000000000000018,1022,9,-15
3093,1,-1,0,6,10,1,0,0,2158,0.0,640,-14,2
7386,0,-3,0,-4,-3,-1,-1,0,-2072,-0.40000000000000036,-1355,-4,-16
8897,1,3,0,1,-6,0,0,0,1977,0.20000000000000018,1635,67,1
7718,1,-1,-2,5,1,1,0,1,4088,0.8000000000000007,2662,46,2
8593,0,-24,2,-13,-14,-1,1,0,-6887,-1.2000000000000002,-5573,-90,2
4662,0,3,-1,-1,-1,0,-1,0,-1241,0.0,-1045,-10,-11
7841,0,10,-4,-7,-6,0,0,0,-2878,-0.20000000000000018,-1184,-26,3
5905,1,-7,-4,-1,-1,-1,0,0,295,0.0,857,-6,15
414,1,2,4,6,12,1,0,0,2728,0.20000000000000018,1957,2,-3
7641,0,-3,0,7,14,1,0,0,2402,0.20000000000000018,2023,-37,20
3804,1,-11,1,1,1,0,0,0,2264,0.20000000000000018,1006,47,-13
3430,1,-5,2,-5,-8,-1,0,0,-1876,-0.8000000000000007,-2154,7,-15
1204,0,-1,-2,-3,0,-1,0,0,-286,0.0,-494,29,-5
7245,0,-3,0,-3,-3,-1,-1,0,-1857,-0.20000000000000018,-699,-48,17
520,0,-5,-2,-5,-1,0,-1,0,-2166,-0.40000000000000036,-2885,10,-15
832,1,-21,2,-3,-2,1,0,0,-3991,-1.0,-3529,-64,-22
7262,1,-2,-1,3,6,1,0,0,1455,0.20000000000000018,602,-17,5
2035,1,15,-2,1,4,0,0,0,-902,-0.40000000000000036,-1082,-57,-10
3104,0,2,-1,-3,-5,0,0,0,-477,-0.20000000000000018,-513,26,4
6891,0,6,0,7,6,1,1,2,6578,1.5999999999999996,5388,93,4
1769,1,-3,0,-1,0,0,0,0,-96,-0.20000000000000018,-1063,-15,16
1058,0,7,-3,2,3,-1,0,0,1025,0.40000000000000036,-199,5,-12
912,1,1,-2,-2,1,0,0,0,-462,-0.20000000000000018,-1186,-4,2
8326,0,0,-2,0,3,1,0,0,436,-0.39999999999999947,-475,22,5
7418,1,3,-2,4,6,0,0,0,2565,0.39999999999999947,1235,-25,19
5116,0,38,1,-3,-1,0,0,0,-2513,-0.6000000000000005,-3419,-46,-21
9812,0,1,0,-1,-3,-1,0,0,-1300,-0.40000000000000036,-652,-16,-15
5793,1,0,0,2,1,0,1,1,1156,0.20000000000000018,1711,-18,7
2506,0,-4,1,-3,-1,0,0,0,-2342,-0.6000000000000005,-1982,-36,-19
8749,0,-1,-1,-3,-6,0,0,0,-2695,-1.0,-2572,-14,-11
5140,1,5,-1,5,11,1,0,0,2247,0.40000000000000036,1367,5,18
8490,0,2,0,3,0,1,0,0,1951,0.40000000000000036,1640,48,-8
8175,0,-26,0,4,-2,-1,0,0,2428,0.40000000000000036,2186,18,5
7200,1,5,0,-2,3,1,-1,0,-1966,-0.20000000000000018,-1549,-20,-4
9807,1,-6,0,-4,-8,-1,-1,0,-3531,-1.0,-3889,-12,-17
544,0,-31,4,1,0,-1,1,1,1467,-0.20000000000000018,11,10,1
3558,0,2,1,-2,-2,1,0,0,-292,-0.20000000000000018,-506,9,-9
7916,0,-5,2,-7,-11,-1,0,0,-4130,-0.40000000000000036,-2849,-16,3
9495,1,-2,-2,-3,-2,0,0,0,-1751,-0.40000000000000036,-2530,13,-28
4421,0,2,-1,-5,-6,-1,0,0,-3517,-0.6000000000000005,-3374,-16,-12
2767,0,1,-2,4,15,1,0,0,2397,0.5999999999999996,3292,76,-26
8405,0,-37,-2,-4,-7,-1,0,0,-1725,0.0,-1169,-3,8
5817,1,-24,1,6,5,-1,0,0,2471,0.40000000000000036,827,-8,8
9143,1,-2,-4,5,4,-1,0,0,3047,0.20000000000000018,1616,4,-14
8995,0,-2,1,-5,-5,-1,-1,0,-1912,-0.40000000000000036,-2257,-37,5
6522,1,-6,1,-7,-6,0,0,0,-2180,-1.0,-3706,1,-6
6944,1,-1,1,3,3,1,0,1,3471,0.6000000000000005,2708,15,13
9701,1,-35,0,2,5,-1,0,0,1538,0.0,1118,26,1
7634,0,1,-3,-6,1,1,0,0,-2279,-0.40000000000000036,-2155,1,-19
8047,1,-63,-2,8,11,1,1,0,3708,0.40000000000000036,2901,22,6
8315,1,30,-2,5,11,1,-1,0,1787,0.40000000000000036,1001,-33,4
6045,1,-3,-2,-1,-5,-1,1,0,-720,-0.40000000000000036,-1533,-17,0
1965,1,6,2,14,11,1,1,0,7482,1.5999999999999996,6466,91,18
8745,1,-1,2,10,11,1,0,2,8532,1.6000000000000005,5876,78,5
9794,1,-62,-1,0,6,1,1,0,-375,-0.20000000000000018,-752,-17,21
5829,1,-4,0,6,4,-1,0,0,2522,0.40000000000000036,2156,26,-11
2819,1,1,2,3,1,1,1,0,1723,0.20000000000000018,1090,14,-3
6021,1,-2,1,8,13,0,1,0,4358,1.2000000000000002,4325,13,4
1960,1,27,-12,-2,-2,-1,0,0,-520,-0.20000000000000018,-1073,-3,-9
1097,1,5,-2,2,4,0,0,0,1024,0.0,750,4,7
6163,0,-47,-1,-9,-9,0,0,0,-6139,-1.0,-4548,-59,3
8054,0,6,-3,-1,0,0,1,0,-155,0.0,-47,-24,5
9446,0,0,-1,-3,-2,-1,1,0,-646,-0.20000000000000018,-960,-26,29
8273,1,2,-1,-2,-6,-1,0,0,-1596,-0.20000000000000018,-1269,-2,-5
4649,1,7,3,1,4,1,0,0,-729,0.0,-889,4,-19
3371,1,3,0,2,3,1,1,0,423,0.20000000000000018,1071,-21,7
5529,1,3,0,2,9,1,-1,0,186,-0.20000000000000018,-741,-6,-6
3284,1,-25,17,8,4,0,0,0,5501,0.7999999999999998,3548,82,-5
7905,0,-1,3,6,8,1,0,0,2186,0.40000000000000036,1698,-9,-7
3922,0,1,-1,-5,-3,-1,-1,0,-2885,-0.6000000000000005,-3602,-43,-27
5100,0,-2,5,-2,-1,1,0,0,-730,-0.20000000000000018,-251,9,-12
1614,1,20,6,1,1,1,-1,0,38,0.20000000000000018,1241,-7,7
2320,0,-2,3,-5,-7,-1,-1,0,-2928,-0.40000000000000036,-1796,-27,3
1367,0,-5,2,-10,-6,-1,-1,0,-5740,-0.8000000000000007,-3709,-46,-16
3106,1,0,1,5,9,1,1,0,2889,0.20000000000000018,1215,-17,4
8201,1,17,0,5,6,-1,0,0,2301,0.20000000000000018,667,16,-19
2289,1,5,-3,-1,-6,-1,0,0,460,-0.39999999999999947,-952,-7,20
7354,0,-7,3,-1,0,0,0,0,1103,0.20000000000000018,1356,49,-1
3154,1,7,2,0,2,1,0,0,-262,-0.20000000000000018,-375,-16,10
5148,1,3,0,-2,-2,1,1,0,-684,-0.5999999999999996,-2401,5,-22
3087,1,-19,-1,-1,-4,-1,0,0,-903,-0.40000000000000036,-1584,-17,2
4595,0,2,-1,-4,-6,-1,0,0,-3179,-0.39999999999999947,-937,-35,0
7189,1,-3,1,6,8,0,-1,0,3653,0.20000000000000018,1553,46,-10
417,1,4,-2,-3,-2,1,0,0,-2040,-0.5999999999999996,-1012,-18,-14
4258,1,4,-1,-4,-4,1,0,0,-2752,-0.8000000000000007,-2170,-38,-3
5244,1,-5,1,0,4,0,0,0,801,0.0,262,17,0
9601,0,5,2,6,7,1,0,0,3223,0.6000000000000005,2804,30,14
7009,0,0,3,-1,-4,1,0,0,-1012,0.0,-316,-33,-10
7930,0,19,1,3,6,1,0,0,2413,0.6000000000000005,2163,45,26
4071,0,-11,0,-7,-6,1,-1,-1,-5367,-0.6000000000000005,-3464,-26,-12
9777,1,-1,3,0,2,1,0,0,381,0.5999999999999996,865,8,8
3024,0,10,-1,2,3,1,-1,0,1126,0.20000000000000018,878,2,-1
53,1,22,1,2,0,-1,0,0,2031,0.40000000000000036,1449,38,-14
7108,0,-1,1,0,0,-1,0,0,-1050,-0.40000000000000036,88,2,-7
3794,0,2,-1,-4,-6,1,0,0,-1929,-0.20000000000000018,-680,0,8
4179,0,2,0,-4,-2,-1,0,0,-2507,-0.40000000000000036,-1473,-40,4
828,1,-6,-4,2,2,-1,1,0,1419,0.0,82,-10,-14
2612,1,0,1,5,3,-1,1,1,3544,0.40000000000000036,2083,28,2
3685,0,-3,0,-5,-10,1,0,0,-3032,-0.20000000000000018,-1002,-27,8
7441,0,62,1,-4,-10,-1,0,0,-1160,-0.20000000000000018,-592,30,-9
6136,0,1,-1,-2,-7,0,0,0,-3045,-0.20000000000000018,-810,-60,2
8319,0,-4,1,-2,3,-1,1,0,289,0.0,-201,2,19
2571,1,-1,-1,6,11,-1,1,0,3410,0.7999999999999998,2058,-10,16
162,1,0,-2,5,7,1,1,0,3049,0.20000000000000018,1511,1,5
1647,1,-25,3,2,2,-1,-1,0,1723,0.20000000000000018,970,30,0
1851,1,4,-3,3,4,-1,1,0,664,0.20000000000000018,185,-25,-20
8180,0,-4,-2,6,7,-1,0,0,2239,0.8000000000000007,1539,8,-15
6550,0,2,-2,1,3,-1,0,0,-480,0.20000000000000018,-1045,-18,-14
268,0,-24,0,-6,-7,-1,-1,0,-3545,-0.8000000000000007,-3206,-7,-14
8987,0,7,1,1,6,1,1,0,2614,0.5999999999999996,2285,64,22
2525,1,7,-1,4,0,-1,0,0,1470,0.20000000000000018,1240,-1,-12
1504,0,13,-2,-4,-4,-1,1,0,-1682,0.0,-71,-24,2
2957,0,16,3,-7,-9,-1,0,0,-4473,-0.40000000000000036,-3040,-55,-31
8556,0,-2,-1,-5,-4,-1,1,0,-2368,-0.40000000000000036,-1240,-38,13
4626,0,-7,0,-9,-8,-1,0,-1,-6973,-1.0,-3705,-104,-11
6228,0,110,-2,-2,-2,1,0,0,-465,0.20000000000000018,-801,10,4
389,1,62,-2,0,1,-1,1,0,924,0.20000000000000018,323,21,10
4426,1,-5,3,-4,-6,-1,0,0,-1930,-0.6000000000000005,-2043,-25,7
1391,0,1,-2,3,-2,-1,-1,0,-212,0.0,1212,-24,-18
6857,0,3,1,0,6,0,0,0,-47,0.20000000000000018,487,-34,12
2751,1,-1,0,11,6,1,0,0,4784,1.0,3335,48,-7
9042,1,8,-5,1,4,1,0,0,878,0.20000000000000018,460,25,-4
2195,0,-4,1,-5,0,-1,-1,0,-3241,-0.39999999999999947,-2297,-25,-20
2509,0,36,1,1,-3,-1,0,0,154,0.20000000000000018,159,-18,4
8184,0,-6,0,2,1,-1,0,0,789,0.20000000000000018,-175,14,-22
2969,1,34,-10,8,10,1,1,0,4888,0.6000000000000005,3753,30,15
3869,0,67,1,4,-1,1,1,0,1773,0.7999999999999998,1953,2,6
4159,0,-36,2,2,1,1,0,0,192,-0.20000000000000018,616,-14,6
259,0,4,-2,-3,-6,-1,-1,0,-1059,-0.20000000000000018,-951,-4,6
6668,0,-7,2,-3,-5,1,0,0,-355,0.20000000000000018,-126,15,21
7188,0,-4,0,-4,-2,1,0,0,-1864,-0.40000000000000036,-1069,-7,-5
4658,0,3,-2,-1,-3,0,0,0,-281,0.20000000000000018,497,1,-5
9728,0,27,-2,-6,-8,1,0,0,-2846,-0.6000000000000005,-2039,-2,0
5218,1,-67,1,-2,-8,0,1,0,-1577,-0.20000000000000018,-716,14,-10
9122,1,-5,2,5,6,-1,0,0,4111,0.6000000000000005,2823,26,-2
7850,1,1,-3,11,13,1,0,0,7166,1.0,4491,44,33
5969,0,2,-3,-3,-7,0,0,0,-1676,-0.20000000000000018,-532,7,9
9470,1,-5,0,0,0,-1,1,0,-634,-0.20000000000000018,-1526,-51,9
444,1,-2,-1,-2,-5,0,0,0,-1923,-0.40000000000000036,-1753,-12,-16
9615,0,-2,2,-1,1,-1,0,0,764,0.0,-29,20,1
2501,0,-34,-1,-2,-4,-1,0,0,-1345,0.20000000000000018,169,-2,0
1218,1,1,4,6,16,1,0,0,2574,0.0,359,-2,-14
7470,0,-7,0,0,2,1,0,0,386,0.0,-200,30,-1
1994,0,15,1,-9,-6,1,0,0,-3938,-0.6000000000000005,-2767,-17,6
7793,1,8,2,4,3,-1,0,0,3029,0.40000000000000036,1278,56,-13
