,FirstBlood,WardsPlacedDiff,WardsDestroyedDiff,KillsDiff,AssistsDiff,Dragons,Heralds,TowersDestroyedDiff,GoldDiff,AvgLevelDiff,ExperienceDiff,CSdiff,JungleMinionsKilledDiff
316,0,1,0,6,0,0,0,0,1872,0.8000000000000007,3579,23,4
9305,1,0,-1,3,0,-1,1,0,273,0.20000000000000018,255,-15,-19
7673,1,2,-1,-6,-7,0,0,0,-4625,-0.7999999999999998,-3193,-45,-9
9299,1,-4,-1,-1,-2,1,1,0,-1011,-0.20000000000000018,-309,-25,7
9163,0,-38,0,1,5,-1,0,0,519,0.6000000000000005,1436,10,12
6056,1,38,-2,7,0,1,0,0,4128,0.7999999999999998,2704,58,6
6236,0,-2,2,0,0,1,0,0,874,0.20000000000000018,818,4,16
7094,0,-25,-5,2,-3,1,0,0,879,0.6000000000000005,1795,16,-1
6146,1,16,-1,0,1,-1,-1,0,324,-0.20000000000000018,-574,28,-16
4079,0,0,-2,2,5,-1,0,0,2613,0.5999999999999996,1450,8,6
4145,0,-3,0,-3,-6,-1,0,0,-860,0.0,-334,25,1
3552,0,21,1,-1,-5,-1,0,0,-114,0.40000000000000036,1359,1,-10
2180,0,75,1,2,-3,-1,1,1,2010,0.6000000000000005,2112,18,3
5319,1,3,2,3,3,0,0,0,626,0.0,98,-18,0
4572,1,-17,-3,-9,-8,-1,0,0,-3783,-0.6000000000000005,-3300,-1,-21
4947,1,-3,0,-2,-2,1,1,0,-987,-0.6000000000000005,-741,14,6
5262,1,-2,4,6,3,-1,1,0,2485,0.6000000000000005,2934,12,3
4525,0,-43,2,-4,-3,1,-1,0,-988,-0.40000000000000036,-1321,5,5
7985,1,3,2,-4,-7,1,-1,-1,-2993,-0.40000000000000036,-2494,-13,13
7544,0,25,-5,-6,-4,-1,0,0,-1546,-0.40000000000000036,-710,41,-13
5687,0,5,0,5,4,1,0,0,2786,0.40000000000000036,3197,36,12
9747,1,3,1,1,4,-1,0,0,1402,-0.5999999999999996,-566,13,-7
2880,0,-7,0,2,4,-1,-1,0,675,0.0,691,-4,18
425,1,-2,1,-2,-9,1,0,0,-361,0.39999999999999947,1686,17,3
4463,0,1,0,1,0,0,0,0,1788,0.5999999999999996,2424,27,11
8697,1,-4,6,10,7,1,1,1,8027,1.6000000000000005,7621,103,29
8942,1,2,1,8,3,-1,1,0,3548,0.8000000000000007,3559,16,19
645,0,-24,-4,-3,-10,1,0,0,-2339,-0.40000000000000036,-917,-38,-5
1794,0,1,-1,0,6,1,0,0,1327,0.0,-741,24,-7
1792,1,20,-1,3,4,-1,0,0,1486,0.40000000000000036,1605,-7,5
4357,1,2,2,8,13,-1,0,0,4085,0.6000000000000005,2139,23,4
2663,0,7,1,3,4,-1,1,0,793,0.6000000000000005,1612,-18,15
2073,1,68,0,1,0,-1,1,1,2171,0.0,1375,31,-13
8049,0,18,0,-5,-8,-1,1,0,-2634,-0.6000000000000005,-1282,-12,-18
9374,0,-14,4,-5,-9,1,-1,0,-2572,-0.40000000000000036,-2642,16,-16
382,0,4,0,0,-3,0,1,0,450,0.0,-9,8,8
9285,1,-21,1,-2,-4,-1,1,1,2346,-0.20000000000000018,751,51,7
5574,0,-6,-1,-7,-11,-1,0,0,-2683,-0.20000000000000018,-2383,11,-3
715,0,6,0,-6,-17,1,0,0,-3197,-0.8000000000000007,-1400,0,-1
5510,0,8,3,-2,-2,1,0,0,-426,-0.20000000000000018,-323,-3,11
2417,1,28,0,4,4,1,1,0,3015,0.40000000000000036,3067,41,-7
4153,0,-5,3,3,2,1,1,0,1686,0.20000000000000018,2152,-15,-4
409,1,-5,-3,-4,-4,-1,0,0,-2025,-0.6000000000000005,-2448,-18,-17
6639,1,4,-1,-4,-5,1,0,0,-2720,-0.6000000000000005,-2473,2,-8
8937,1,-17,1,-1,-2,1,0,0,40,0.20000000000000018,1340,-12,11
4318,1,-2,-1,1,2,0,-1,0,-1073,0.20000000000000018,-657,-42,-7
4007,1,4,-2,0,3,1,0,0,-1117,-0.20000000000000018,-509,-23,-1
8923,0,15,1,-3,-8,1,0,0,-1712,-0.20000000000000018,-394,-3,-1
2403,1,-4,2,-1,-7,-1,1,0,-727,0.0,322,4,18
9598,1,-1,0,2,1,-1,-1,0,115,-0.20000000000000018,-256,-31,-16
3828,1,0,2,5,2,-1,0,0,3332,0.6000000000000005,2410,48,-16
7848,1,-4,-1,3,3,1,1,0,1346,0.40000000000000036,849,-45,11
1569,0,0,-4,2,0,-1,0,0,1079,0.20000000000000018,1586,-4,32
999,1,-3,2,-4,-5,-1,0,0,-1903,-0.40000000000000036,-1398,-19,6
6260,1,2,1,8,2,0,0,0,2639,0.20000000000000018,1711,-9,1
6215,1,2,-3,1,-1,-1,0,0,598,0.20000000000000018,374,1,-8
2523,1,-13,-3,-3,-1,0,0,0,-1517,-0.40000000000000036,-1487,-9,3
8122,0,1,-1,-1,-1,1,0,0,-149,-0.20000000000000018,427,-21,12
7099,0,-22,12,3,4,0,0,0,1434,0.20000000000000018,1040,-5,1
522,0,-87,0,-3,-3,1,0,0,-950,0.0,-650,11,-16
2392,1,-1,-1,-3,-5,0,0,0,-1358,0.0,-1063,-5,0
4470,1,-26,0,-1,-1,1,0,0,251,-0.40000000000000036,-340,14,-18
3715,0,-1,1,0,0,0,0,0,-844,-0.20000000000000018,-640,-12,8
4362,0,66,1,0,2,1,0,0,335,0.0,731,4,13
6075,1,0,3,4,6,1,0,0,857,0.0,22,-27,0
1013,0,4,-1,-3,2,1,-1,0,-531,0.20000000000000018,241,6,12
6292,1,0,-4,9,14,0,0,0,3298,0.20000000000000018,1038,-40,-4
5185,0,0,-3,-1,-1,0,0,0,-188,-0.20000000000000018,-535,-20,-5
6845,1,-3,2,2,5,1,0,0,1040,0.40000000000000036,1194,26,8
6662,0,5,1,0,3,1,0,0,7,-0.20000000000000018,-685,-5,-1
237,1,11,1,2,2,0,0,0,2208,0.6000000000000005,1929,20,19
2268,0,1,-1,2,2,-1,0,0,457,0.20000000000000018,690,-16,-1
2721,1,-1,-3,-2,0,0,0,0,-1333,-0.20000000000000018,-1832,-46,1
7547,1,0,-3,-3,-1,0,0,0,-2005,-0.20000000000000018,-1736,-30,-5
5595,0,3,-1,1,1,-1,0,0,76,0.0,98,-10,-8
1375,0,-9,-1,-5,-3,0,0,0,-4100,-1.0,-3722,-48,-31
3636,1,-3,1,5,8,1,0,0,4034,0.40000000000000036,1938,11,-5
1606,1,0,-2,-1,-4,1,1,0,-2675,-0.40000000000000036,-1325,-82,5
5642,1,2,-2,0,0,1,0,0,-455,-0.20000000000000018,-767,-22,-4
6162,0,29,-2,0,1,1,0,0,-2,0.20000000000000018,866,2,4
9658,1,0,2,-7,-7,-1,-1,-1,-3587,-0.40000000000000036,-2861,12,2
3807,1,2,-3,-4,-2,0,0,0,-3023,-1.0,-3630,-55,-16
5627,1,1,1,2,4,1,1,0,2120,0.20000000000000018,2095,-5,30
7856,0,23,-9,-1,-10,-1,1,0,1903,0.7999999999999998,4023,73,16
9552,0,-4,-1,-4,-11,-1,0,0,-3063,-0.6000000000000005,-2014,-12,-24
5997,0,-5,-1,1,-1,-1,1,0,-361,0.0,671,-17,4
6918,1,-1,2,-2,6,0,-1,0,-1141,0.20000000000000018,-630,-35,-9
6868,1,4,1,-7,-9,-1,0,0,-2936,-0.6000000000000005,-2856,-29,8
6448,0,1,-4,-2,-5,-1,-1,0,-2402,-0.20000000000000018,-1269,-31,-13
6767,0,5,-1,8,8,-1,0,0,4287,0.8000000000000007,3536,25,13
2645,1,-1,1,-3,1,0,-1,0,-1145,-0.40000000000000036,-2100,-42,-6
9813,1,18,-1,-2,-1,1,0,0,88,0.0,413,18,19
2311,0,0,-1,0,0,-1,0,0,301,0.40000000000000036,872,-13,8
6948,0,-3,6,3,-1,1,0,0,1715,0.0,1973,35,9
5293,1,-128,0,5,8,1,0,0,2474,0.6000000000000005,1015,2,-16
8109,1,3,0,8,9,-1,0,0,4024,0.7999999999999998,2465,1,3
7510,0,1,1,1,4,0,0,0,578,-0.20000000000000018,144,8,10
4620,1,-2,1,1,-2,1,0,0,683,0.40000000000000036,246,18,15
6255,0,-24,1,0,1,1,0,0,-1767,-0.40000000000000036,-2080,-21,-26
5862,0,35,2,-2,-2,1,-1,0,-326,-0.6000000000000005,-294,21,11
29,0,0,2,-5,-10,1,0,0,-3282,-0.6000000000000005,-1647,8,0
4726,0,-6,0,-1,-2,-1,0,0,-845,-0.40000000000000036,-571,34,-12
6375,0,-2,1,-7,-4,-1,0,0,-3513,-0.6000000000000005,-1630,-21,11
4589,1,-90,0,3,3,1,-1,0,2708,0.6000000000000005,1906,8,19
5572,0,34,1,-6,-8,-1,-1,0,-3674,-1.1999999999999993,-3098,4,-32
7645,1,1,-1,10,8,1,1,0,4368,0.6000000000000005,3523,22,0
8943,1,-6,2,0,-2,0,0,0,882,0.0,450,45,-16
6301,0,1,-2,-2,0,-1,0,0,-1122,0.0,-643,-22,-4
9766,1,11,0,7,9,1,1,1,7791,1.4000000000000004,6458,95,5
1106,0,19,1,-2,-4,-1,0,0,-485,0.0,-353,0,14
6981,0,-3,2,-6,-9,-1,-1,0,-1957,-0.40000000000000036,-963,44,-12
3046,0,-38,-2,-6,-14,0,0,0,-4456,-0.39999999999999947,-2336,-24,-8
6396,0,4,-2,-4,-4,-1,0,0,-3222,-0.40000000000000036,-1976,-61,-6
6643,0,-1,-1,0,2,-1,0,0,726,0.20000000000000018,-512,19,2
7091,1,-3,1,6,1,1,1,0,2276,0.20000000000000018,1971,14,-8
9670,0,-4,4,-1,-6,0,0,0,-596,0.0,774,-12,19
9414,1,18,1,2,3,1,1,0,1496,0.20000000000000018,1664,9,1
8164,1,-1,1,5,3,1,0,0,2953,0.20000000000000018,1980,62,-33
4073,1,25,1,4,5,1,-1,0,1405,0.20000000000000018,2118,45,0
583,0,1,-2,-3,2,-1,1,0,-1079,0.0,252,-27,-8
6748,1,3,0,4,12,1,-1,1,2757,0.40000000000000036,970,19,-20
2598,0,-4,2,-1,2,-1,0,0,936,0.40000000000000036,1377,46,-8
1113,1,2,2,1,-1,-1,0,0,1287,0.0,-749,-22,8
426,0,-21,0,1,-1,0,1,0,-513,0.0,992,-23,3
126,0,27,-3,-7,-6,1,0,0,-3421,-1.0,-2624,-36,-12
4297,0,1,2,2,3,1,0,0,1591,0.6000000000000005,1778,-11,24
8858,1,40,1,1,-1,-1,1,0,-206,-0.40000000000000036,-363,-24,21
2213,1,-26,4,-3,1,1,0,0,-1386,0.20000000000000018,-450,-31,8
266,0,6,1,-8,-14,1,0,0,-4262,-0.40000000000000036,-2426,-34,11
628,0,-3,1,-4,-9,-1,1,1,75,0.0,616,49,-7
2808,0,0,2,-7,-6,-1,0,0,-3358,-0.7999999999999998,-2837,-3,-16
9666,0,3,-1,-3,-3,-1,0,0,-183,-0.20000000000000018,257,32,-12
5946,0,0,-1,2,4,-1,0,0,1196,0.0,-85,-17,-5
2182,0,-2,-1,-4,-5,0,1,0,-1337,-0.5999999999999996,-1246,-27,8
4461,1,-2,2,-4,-4,1,1,0,-3684,-0.40000000000000036,-3135,-70,5
2276,1,1,-3,4,10,1,0,0,2506,0.40000000000000036,1793,5,15
11,1,16,1,0,-2,0,1,0,-1505,0.0,-635,-31,-12
3319,1,5,-2,2,6,-1,0,0,337,0.20000000000000018,-260,-7,-17
5588,1,2,1,1,0,-1,1,0,2078,0.40000000000000036,2058,52,11
1436,0,-3,1,-6,-7,-1,0,0,-4115,-0.5999999999999996,-2985,-63,6
6111,1,8,2,-1,-4,1,-1,0,-1640,-0.40000000000000036,-1839,-49,0
5963,0,42,-3,-5,-2,-1,-1,-1,-3916,-0.20000000000000018,-1400,-52,3
3020,0,6,3,-2,2,1,0,0,-101,-0.20000000000000018,-380,41,-8
623,0,-7,-1,-1,-7,0,0,0,-1259,-0.20000000000000018,-360,-32,-8
1119,1,1,2,2,2,1,0,0,-1441,-0.39999999999999947,-2022,-62,-20
3576,0,28,4,0,1,-1,-1,0,159,0.20000000000000018,363,39,-26
2596,1,3,-1,0,-5,-1,0,0,428,0.0,35,-3,0
2436,1,-1,-2,-1,-2,-1,-1,0,-519,0.0,-643,-27,8
1903,0,-19,-3,-3,-3,0,0,0,-84,0.0,-22,43,8
6581,0,19,0,-5,-5,0,0,0,-2523,-0.20000000000000018,-1057,-24,6
1314,1,-2,2,4,3,0,0,0,147,0.0,-712,-24,-30
9686,0,1,1,-4,-2,1,1,0,-2408,-0.6000000000000005,-2325,-49,-3
7010,0,-2,3,2,4,1,-1,0,202,-0.20000000000000018,1030,-36,4
6629,1,-2,1,1,-3,1,0,0,1320,0.20000000000000018,839,17,-9
1524,0,-7,-2,-9,-16,-1,0,0,-5025,-0.7999999999999998,-2610,-18,-6
3656,1,-2,2,4,3,-1,0,0,1201,-0.20000000000000018,-46,-15,-28
9394,1,27,-10,0,-6,1,0,0,-164,-0.20000000000000018,343,43,-5
4871,0,2,-2,-3,-2,-1,0,0,-360,0.0,331,16,35
9401,0,-122,-2,-4,-1,-1,-1,0,-1098,-0.20000000000000018,-966,31,-10
7164,0,77,-1,1,1,-1,0,0,-376,0.40000000000000036,1005,-31,0
7139,1,14,-3,3,4,1,0,0,1204,-0.20000000000000018,349,6,-5
3984,0,7,0,0,4,-1,0,0,-398,0.0,-763,-32,3
603,1,-5,0,11,13,-1,1,0,5330,0.6000000000000005,4040,57,-8
1258,1,4,-2,4,6,0,1,0,2969,0.6000000000000005,2575,15,-4
294,1,-27,2,-3,-6,1,0,0,-627,0.0,183,7,19
7861,1,-3,0,-4,-13,-1,0,0,-1931,-0.40000000000000036,-1572,-5,-21
3540,1,3,0,3,7,0,0,0,852,0.0,-26,-42,-6
6067,1,1,0,3,0,-1,1,0,446,0.7999999999999998,2153,-9,-2
2707,1,-3,0,6,7,-1,0,0,3460,0.40000000000000036,2275,-16,4
8060,1,8,0,4,2,0,0,0,-120,0.0,-393,-10,4
8837,0,2,-1,-12,-11,-1,0,0,-5290,-0.6000000000000005,-3110,-11,-12
8795,1,-7,0,4,6,1,0,0,3149,0.20000000000000018,1513,19,-1
2736,1,-2,-1,-2,0,0,0,0,171,0.0,807,4,15
6844,1,1,2,-1,1,1,0,0,317,0.20000000000000018,944,47,-12
6096,0,-72,-1,0,-2,0,0,0,-717,-0.20000000000000018,8,-1,1
3736,0,-51,-2,-3,3,-1,0,0,-949,0.20000000000000018,-297,-48,14
1449,1,3,4,0,-9,0,0,0,-1276,-0.20000000000000018,-648,-4,-1
7672,0,2,2,-3,2,0,0,0,-315,0.0,-293,64,-4
1947,0,36,8,2,6,-1,0,0,1446,0.20000000000000018,446,-5,1
1475,1,52,1,-6,-8,1,0,0,-2947,-0.40000000000000036,-2189,-31,11
1558,1,-9,-2,-1,-4,1,0,0,-563,-0.20000000000000018,-812,-10,14
9850,0,27,-2,3,12,1,1,0,1976,0.20000000000000018,1778,22,4
8590,1,17,1,3,3,0,0,0,2171,0.39999999999999947,960,7,4
5848,1,-26,7,8,12,1,-1,0,3119,0.20000000000000018,896,7,-8
3550,0,-1,0,-6,-14,1,0,0,-3393,0.0,-1177,-17,2
2491,0,-5,-1,-5,-5,-1,-1,0,-3344,-1.0,-2671,-8,-21
6190,0,-1,6,-1,-2,-1,1,0,262,0.1999999999999993,1643,20,22
3212,0,-5,4,-2,-3,-1,0,0,-964,0.0,72,-4,3
2252,1,1,0,1,2,0,1,0,1378,0.0,1187,-10,-12
6444,1,2,-1,7,8,1,0,0,4871,0.5999999999999996,2019,49,-3
2900,1,-7,0,1,-5,0,0,0,584,0.40000000000000036,1023,5,23
6940,1,-1,0,2,2,-1,0,0,1418,0.40000000000000036,1328,10,-3
4545,0,-23,-3,-6,-11,-1,0,0,-2529,-0.20000000000000018,-2091,-12,4
7385,0,5,-1,-2,1,-1,-1,-1,-2541,-0.5999999999999996,-1921,-16,-19
9185,0,-1,0,5,2,1,0,0,2159,0.0,2100,33,4
6139,1,-4,-2,4,5,0,1,0,2392,0.20000000000000018,511,35,-27
6932,0,-12,1,2,2,-1,0,0,1797,0.40000000000000036,1094,15,-4
7633,1,1,1,3,-1,-1,0,0,1215,0.40000000000000036,1170,-41,0
2955,0,3,-1,0,1,1,0,0,-1509,0.0,-358,-59,-2
7159,1,2,0,-8,-15,-1,0,0,-3903,-0.6000000000000005,-2090,-18,10
6261,1,21,3,5,10,-1,0,0,3454,0.20000000000000018,2249,24,-22
8430,1,4,0,6,8,1,0,0,2804,0.40000000000000036,2924,15,-2
6812,1,4,0,5,4,-1,1,0,2741,0.20000000000000018,868,-2,-5
4094,0,2,-2,1,4,1,0,0,286,0.20000000000000018,786,27,-12
8775,0,52,-15,4,4,1,0,0,1069,0.20000000000000018,1104,-10,7
6017,1,8,1,5,2,0,0,0,2248,0.7999999999999998,3163,25,3
647,1,0,-7,4,3,1,0,0,2175,0.20000000000000018,1409,13,12
5051,0,-2,0,-1,-3,-1,-1,0,-1218,-0.40000000000000036,-1528,-42,-19
5719,0,2,1,-8,-10,0,-1,-1,-5553,-1.0,-4226,-38,-1
6501,0,-26,1,0,4,1,0,0,-1023,-0.6000000000000005,-2028,-21,-12
2151,0,-2,3,0,-2,1,1,0,-221,0.20000000000000018,1274,11,18
393,0,-27,2,-4,-2,0,0,0,-3891,-0.7999999999999998,-2689,-66,-7
1480,0,4,-2,0,-1,1,0,0,-951,-0.40000000000000036,-1116,-30,-11
6242,1,-1,2,-4,-3,1,0,0,-2864,-0.6000000000000005,-3491,-24,-36
6078,1,7,3,2,1,1,0,0,1236,0.20000000000000018,478,18,-12
5880,1,-2,0,-2,-2,0,-1,0,-483,0.20000000000000018,320,10,1
7739,1,-2,0,0,-3,-1,-1,0,399,0.20000000000000018,1148,42,-27
7776,0,-4,1,-5,-6,1,0,0,-2946,-0.40000000000000036,-2952,-3,-11
7145,0,1,-3,-5,-7,-1,1,0,-2545,-0.7999999999999998,-1541,-21,4
582,1,3,0,6,6,-1,1,0,2224,0.6000000000000005,2062,-22,6
811,0,-5,0,6,3,0,0,0,3091,0.6000000000000005,2498,9,4
6986,1,2,-2,6,9,0,0,0,3293,0.0,987,6,18
1625,1,1,0,2,8,1,0,0,557,-0.6000000000000005,-1383,-3,-14
3303,1,4,-1,2,3,1,0,0,1099,0.20000000000000018,-673,36,-20
8235,1,1,-2,3,4,1,1,0,1252,-0.20000000000000018,-271,-12,-7
4596,1,-71,0,11,4,-1,1,0,5565,1.2000000000000002,5067,61,14
7588,0,7,1,-3,-3,-1,-1,0,-1854,-0.20000000000000018,-817,6,4
5558,0,1,1,-6,-6,-1,1,-2,-5335,-0.40000000000000036,-1002,-72,10
6663,1,-2,-2,-5,-7,-1,0,0,-3354,-0.7999999999999998,-2698,-53,0
2337,0,28,1,-7,-4,-1,0,0,-3324,-0.39999999999999947,-1649,-21,-6
7080,0,-68,5,-1,-3,1,0,0,-441,-0.20000000000000018,390,-5,11
1790,0,0,4,-2,2,1,0,0,-1556,-0.40000000000000036,-1808,-37,8
6466,1,-32,-1,7,5,0,0,0,4121,0.40000000000000036,3050,62,-26
9085,1,2,2,5,8,-1,0,1,5099,1.0,2567,48,-8
4754,0,-1,-1,-6,-7,1,0,0,-4094,-0.6000000000000005,-3320,-51,-9
1386,0,3,-2,-15,-15,1,0,-1,-7868,-1.4000000000000004,-5339,-44,-8
3694,0,6,-4,-2,-2,-1,1,0,-337,-0.6000000000000005,-1295,35,-16
4865,0,4,3,1,0,1,0,0,-169,0.0,282,-14,-4
720,1,10,2,2,7,1,0,0,2197,0.5999999999999996,1707,54,-21
7992,1,73,-1,4,4,1,0,0,2821,0.7999999999999998,2754,5,4
7880,0,-1,-2,-3,-1,0,0,0,-2195,-0.20000000000000018,-291,-56,24
4127,1,-1,1,-5,-2,-1,0,0,-2574,-0.6000000000000005,-2554,-13,-5
2698,1,4,-4,-4,-7,1,1,0,-1110,0.20000000000000018,-391,16,-4
797,1,-24,9,1,5,-1,1,0,1811,-0.20000000000000018,-631,-9,-8
6698,0,-3,-5,0,1,1,0,0,-810,0.0,123,-56,9
8011,0,-8,-1,-3,-2,1,0,0,-629,0.20000000000000018,-209,36,1
2045,1,2,-1,-5,-11,-1,0,0,-2862,-1.0,-3209,-15,-22
2376,0,-7,3,-4,-5,0,0,0,-950,-0.40000000000000036,-1785,14,13
4150,0,15,-4,4,7,-1,0,0,1903,0.6000000000000005,2160,23,8
6570,1,-1,-2,-3,0,0,0,0,-874,-0.40000000000000036,-1370,-48,-1
3843,1,-27,1,4,6,-1,0,0,2483,0.6000000000000005,2299,42,-6
7706,0,-2,1,2,-2,-1,0,0,-47,-0.20000000000000018,-888,-13,-26
2696,0,0,-1,-8,-5,-1,-1,-1,-5812,-1.0,-5009,-33,-17
5055,1,-32,9,11,15,0,1,2,8977,1.4000000000000004,5411,96,-12
9214,0,26,0,2,2,1,0,0,1058,0.40000000000000036,527,-6,-3
1246,1,-18,-1,-6,-6,0,0,0,-1615,-0.20000000000000018,-1585,7,12
5730,1,-7,-2,-1,-4,-1,0,0,-226,0.0,972,-2,19
8232,1,-18,-1,-5,-2,-1,-1,0,-2491,-0.7999999999999998,-2521,-35,18
4131,1,8,1,0,3,-1,1,-1,-2579,-0.40000000000000036,-1094,-27,-41
9795,1,-26,-2,0,-1,0,1,0,7,-0.40000000000000036,-659,2,-13
4162,0,3,1,1,4,-1,-1,0,-157,-0.5999999999999996,-2594,-16,-17
2818,1,-3,2,6,12,1,0,0,3370,0.5999999999999996,2895,7,1
6125,1,26,3,2,7,-1,0,0,2125,0.5999999999999996,2034,-3,-3
2655,0,3,0,-3,-2,1,0,0,-1684,-0.40000000000000036,-772,-8,3
1278,1,0,0,3,3,1,1,0,1793,0.0,929,49,-12
8981,1,-6,0,1,-1,-1,1,0,904,0.40000000000000036,1043,37,-12
7359,0,-87,0,6,4,0,1,0,3613,1.0,3509,45,3
1789,1,89,-10,-1,-4,1,0,0,572,0.0,417,19,-8
5117,1,2,0,0,4,-1,1,0,-601,-0.40000000000000036,-1965,-34,-14
8898,1,77,4,-1,-1,1,0,0,577,0.6000000000000005,1371,29,8
3455,1,41,0,6,9,1,1,0,2735,0.6000000000000005,2319,13,0
8840,1,0,-4,4,2,0,0,0,1713,0.20000000000000018,1391,-25,12
6526,1,-1,-1,-4,-9,-1,0,0,-1624,-0.40000000000000036,-1067,28,-9
8402,1,-24,1,0,-2,-1,0,0,218,-0.20000000000000018,-1933,-14,-8
8613,0,4,0,4,7,0,0,0,1166,0.40000000000000036,1899,-4,6
8912,0,22,3,-5,-5,1,-1,0,-2266,-0.40000000000000036,-2047,3,-21
3809,1,24,-11,-4,-7,1,-1,0,-1367,-0.40000000000000036,-1526,47,-14
335,1,0,3,1,2,0,0,0,525,0.20000000000000018,902,7,0
5144,1,-3,0,0,-1,1,0,0,-973,-0.40000000000000036,-2691,-14,-19
4631,1,-17,0,10,10,0,0,0,5269,0.6000000000000005,3577,56,5
5030,1,-2,0,-4,-5,-1,0,0,-1702,-0.1999999999999993,-1490,2,2
4340,0,-1,-1,3,2,-1,1,0,2095,0.20000000000000018,1664,-9,20
6899,0,-4,3,-10,-14,-1,0,0,-4470,-1.0,-3848,8,-17
4135,0,0,-2,3,10,1,0,0,2604,0.40000000000000036,432,-4,15
684,1,-7,3,3,4,0,0,0,1922,0.40000000000000036,1870,47,14
8669,1,22,1,3,1,0,0,0,2435,0.20000000000000018,1239,6,15
1264,1,-4,0,5,4,1,0,0,2984,0.20000000000000018,1565,10,9
7221,0,90,-2,-3,-4,1,0,0,-2497,-0.20000000000000018,-1239,-12,-8
9442,1,1,-1,3,-1,1,0,0,961,0.40000000000000036,1114,12,7
5196,0,15,-1,1,1,1,0,0,78,-0.20000000000000018,658,8,2
4874,0,-5,2,5,9,1,0,0,2543,0.20000000000000018,965,40,-10
5970,1,-3,3,3,3,-1,0,0,2847,0.39999999999999947,1559,44,-24
5701,0,1,1,0,0,-1,0,0,-425,0.0,-284,-4,7
4322,1,-2,-1,2,-3,-1,0,1,2123,0.7999999999999998,2563,18,0
4656,0,-4,2,0,5,-1,0,0,928,0.0,-633,-4,-4
1027,1,0,2,1,3,0,-1,0,217,0.1999999999999993,434,39,1
2203,0,5,-4,-3,-4,0,0,0,-1770,-0.20000000000000018,-1069,-9,-1
4532,0,-21,0,-1,-4,-1,0,0,-1832,-0.20000000000000018,-386,-32,4
2972,0,44,1,-1,-3,1,1,0,-328,0.0,137,-26,0
7833,0,-38,2,1,-1,-1,0,0,636,-0.20000000000000018,-419,23,-21
9674,0,48,-22,-1,-2,1,-1,0,-240,-0.20000000000000018,-694,32,-16
8363,0,20,1,-6,-4,-1,0,0,-3388,-0.20000000000000018,-1882,-32,-1
4011,1,95,-1,8,5,1,-1,0,3723,0.6000000000000005,2815,14,13
6816,0,0,1,-4,-5,-1,0,0,-4105,-0.6000000000000005,-2279,-45,-7
5130,1,3,0,2,0,0,0,0,-1460,-1.0,-2414,-27,-31
5258,0,26,-1,-1,1,1,-1,0,-1449,-0.40000000000000036,-777,-34,3
2326,0,153,-6,-7,-15,-1,0,0,-2539,-0.40000000000000036,-1447,53,-18
4210,1,4,-3,-3,-3,-1,1,1,-995,-0.40000000000000036,-1497,-53,9
4098,0,-46,1,-10,-9,1,0,0,-4489,-0.7999999999999998,-4047,-33,-7
9845,0,7,-6,-6,-8,-1,-1,0,-4676,-0.7999999999999998,-3551,-53,-18
2691,0,4,0,1,6,0,0,0,259,-0.20000000000000018,-527,-14,-3
2495,0,-25,-1,-2,-1,-1,-1,0,-1060,-0.20000000000000018,-586,34,-27
5003,1,-1,0,-1,-6,1,1,0,-73,0.20000000000000018,333,0,11
4343,1,7,0,-1,0,-1,0,0,329,0.20000000000000018,1704,11,4
9119,0,-1,1,-5,-3,-1,-1,0,-1390,-0.20000000000000018,-446,29,3
7401,0,-72,-2,-5,-3,-1,0,0,-2247,-0.39999999999999947,-1501,-3,-21
6919,1,3,3,4,6,1,0,0,1167,0.0,-814,1,-7
3714,1,-7,1,-5,-2,-1,0,0,-1174,-0.20000000000000018,-1478,46,-17
8207,0,-6,-2,-3,-9,1,0,0,-1201,0.0,-919,1,10
7204,0,71,0,-1,3,-1,0,0,569,0.0,304,22,0
418,1,-39,0,5,6,1,0,0,2151,0.20000000000000018,726,-14,5
4681,0,0,1,1,1,-1,0,0,577,0.40000000000000036,1501,11,-8
9244,0,1,14,-2,-5,0,0,0,-1092,0.0,-324,-10,4
5045,1,-2,2,5,7,0,0,0,2824,0.40000000000000036,1346,15,4
9366,1,-34,2,-3,-8,0,0,0,-1480,-0.20000000000000018,-1366,9,6
3001,0,-26,2,0,-4,1,-1,0,81,0.0,450,3,-1
9597,0,-6,-1,0,6,1,0,0,36,-0.20000000000000018,-234,-21,2
5491,0,-22,1,3,4,1,0,0,1891,0.0,603,19,-3
3170,1,1,-2,-2,-4,-1,1,1,1432,-0.6000000000000005,-889,26,-11
9402,1,5,-1,1,1,0,0,0,-794,-0.40000000000000036,-951,-11,-23
5012,1,-3,0,3,9,1,0,0,1790,0.20000000000000018,1220,4,32
3253,0,1,-1,2,0,-1,0,0,1436,0.20000000000000018,1597,1,11
9239,0,-1,0,-1,-3,-1,-1,0,-557,0.20000000000000018,625,11,8
3702,0,12,0,0,2,0,0,0,-1310,-0.20000000000000018,-1595,-43,7
9629,1,-24,2,1,5,1,1,0,1209,0.0,1019,-3,28
8793,0,-2,3,0,0,0,0,0,-426,-0.20000000000000018,-1055,17,-13
9021,1,77,-1,-2,-5,0,0,0,-974,-0.20000000000000018,-1306,-8,-14
2763,1,-40,1,3,0,-1,0,0,1277,0.20000000000000018,297,24,-24
669,0,6,4,0,-6,0,1,0,-967,-0.20000000000000018,-965,-34,-20
