,blueWins
3990,1
8126,1
592,1
1052,1
631,1
4906,0
3611,1
4289,1
5378,0
234,0
43,1
6905,0
6519,0
1570,0
5157,0
3930,1
2590,0
2145,1
2215,0
9047,1
82,0
6276,0
5187,1
7027,1
4336,1
2448,0
146,1
166,0
1156,1
3246,0
7446,1
1550,0
2490,1
7759,1
3147,1
7910,0
8118,0
1982,1
7021,1
2040,0
135,1
5476,1
2387,1
6872,1
6488,0
5402,0
725,1
822,0
5004,0
809,0
7803,0
6032,1
6357,1
4087,1
6829,0
5474,0
4167,1
3627,0
8498,1
8366,0
4100,1
339,0
2608,0
9383,0
7852,1
6998,0
196,0
8755,0
9603,1
872,1
4839,0
7744,0
4559,1
7506,1
3912,0
8387,1
4533,1
8932,1
6373,1
9140,0
1473,0
159,1
9150,0
635,0
6068,0
7209,1
7904,1
7293,1
8963,1
7357,0
52,1
7421,1
4771,1
2946,1
3377,1
8548,1
3956,1
4065,1
7897,0
6923,0
8856,0
8046,0
2803,1
8486,1
2874,1
3437,0
8260,1
