,blueWins
5339,1
4516,0
6185,0
2174,0
5758,1
6413,1
6924,0
1259,0
4400,0
4625,0
6066,1
6246,1
9636,0
4538,0
5326,1
7223,0
7353,0
5081,1
4057,0
1002,0
9487,1
801,0
2884,0
3544,0
1064,1
9549,1
3665,1
9219,0
3506,1
3599,1
9635,1
2585,0
2411,0
4083,0
9682,1
3356,1
5690,1
3240,0
5329,0
2193,1
9424,0
8322,0
5337,1
9264,1
7537,1
2335,1
6141,0
4715,1
3939,0
4251,0
3664,0
6232,1
7190,1
4268,0
2524,1
5108,0
5823,0
1478,1
7155,0
7407,0
3206,1
9304,1
7347,0
5236,1
3840,1
5678,1
4948,1
3123,1
7713,1
5913,1
6344,0
3559,0
8751,0
1207,0
2909,1
8800,0
8462,0
3620,0
5962,0
5938,0
4024,0
5083,0
3048,0
4805,1
5746,1
6518,1
3766,0
7743,0
6415,0
2053,1
3019,1
7002,0
2687,0
2458,1
5224,1
5945,0
2638,0
9340,1
7516,0
7377,1
820,1
7203,0
1014,0
1864,0
3745,1
8215,1
8197,0
1527,0
1338,1
5759,1
1671,1
1725,1
2406,1
4216,1
7374,1
5366,0
7577,1
1293,1
3262,1
3451,0
6575,0
3816,1
1087,1
8246,0
7495,1
1184,0
8020,1
6048,1
5668,0
6438,0
3135,1
9650,1
4088,1
9748,1
8938,1
1044,0
3468,0
9041,1
866,1
1168,0
400,1
2113,1
9851,0
1421,0
78,1
855,0
5878,0
8940,1
8082,1
3680,1
7087,0
5307,0
4744,1
6240,1
7366,0
579,0
6875,1
5620,1
7708,1
2435,0
810,1
9804,0
7526,1
821,0
5554,1
4873,1
3407,1
8183,0
4781,1
8225,1
9131,0
8507,1
284,1
9161,0
2728,0
4450,0
1777,0
485,0
2677,0
1922,1
9819,1
5781,0
8823,0
6604,1
8425,1
7101,1
3669,1
8284,1
5664,1
8454,0
8115,0
5273,0
8370,0
2416,0
6226,1
5881,1
4413,0
4189,1
3029,1
2373,1
7819,1
8964,1
1312,0
5163,1
6793,1
8773,1
6336,0
6699,1
8558,1
9105,1
3957,0
679,0
6095,1
5992,0
9599,0
5386,1
9408,1
677,1
6653,0
753,1
674,0
4344,0
8846,1
2431,1
2876,0
2244,0
7445,1
4539,0
9815,1
9084,1
6202,0
9753,0
6345,1
6283,1
7599,0
4668,1
4709,0
3629,0
7594,1
3294,0
568,1
7691,0
5134,0
2844,1
4205,1
539,0
328,1
1273,1
6617,0
4646,1
6675,0
9449,1
4669,0
9825,0
8312,0
9736,1
6172,1
2486,1
7011,1
8505,0
9870,1
8614,0
8534,1
8917,0
4638,0
2075,0
2464,0
2600,1
5571,0
5306,0
3999,0
6212,1
344,0
3791,0
2799,0
7195,1
2385,0
1235,0
6317,0
6807,0
2949,1
7518,1
1824,0
7806,0
6800,1
9742,0
6149,0
2131,0
3820,0
6000,1
6174,0
7182,1
6665,0
7351,0
7760,0
7533,0
1757,1
9279,1
8620,1
8301,1
3917,1
9808,1
1712,0
6485,1
1174,0
2170,1
1882,1
9241,1
933,1
5006,1
529,1
9171,1
6500,1
6615,1
477,0
4175,0
7722,1
6568,1
3556,0
7176,1
2702,1
1898,1
8025,0
2255,0
694,0
374,1
5142,0
2733,0
5024,0
434,1
1469,1
5864,1
1054,1
3070,0
1653,1
6159,1
5763,1
4360,1
6313,1
6210,1
1695,0
6666,1
2066,0
6278,0
2249,1
2475,1
4587,0
2279,0
7340,1
4020,1
6107,0
5016,1
9624,0
4567,0
7971,1
4467,0
4641,1
6594,0
8723,1
2325,1
2375,0
6005,0
8788,1
4172,1
6279,1
2997,1
5889,1
1594,0
9135,0
2855,0
3310,0
9365,0
2226,0
3415,1
708,1
3632,1
7753,1
1694,0
5396,1
1956,1
6537,1
1531,0
1629,0
864,0
1171,0
789,1
3549,1
8950,1
566,1
5834,0
8961,0
8094,1
8871,1
9352,1
6422,1
1602,0
8994,1
4736,0
4618,1
293,1
7499,0
2374,0
7054,0
6794,1
9234,1
4858,1
8310,0
3965,1
2248,0
4636,0
8144,0
2234,1
99,0
4979,0
8437,1
8811,1
1313,0
7854,0
1437,1
4675,0
3858,0
8893,0
179,1
8554,0
5459,0
6574,1
4930,1
5101,1
9563,1
1764,1
381,1
7881,1
835,1
9253,0
9045,1
3856,1
2960,0
7257,1
136,1
3663,1
2940,1
6572,0
7050,1
2455,0
3105,1
8680,1
8508,0
9767,0
3227,1
3716,1
7032,1
2414,0
8267,1
2466,0
6201,0
6873,1
7668,0
4973,1
7142,0
8651,0
8889,1
2443,0
7107,0
5986,0
8123,0
2796,1
3803,0
345,0
5246,1
3388,0
8114,1
3067,0
893,0
4212,0
650,0
1100,1
7226,0
8721,0
8411,1
7341,1
736,1
6219,0
4061,1
4093,1
7096,1
1192,0
1552,0
6314,1
8928,0
3949,1
800,1
6982,0
4784,0
4319,1
7432,0
7036,1
5960,0
6302,1
5490,0
5047,1
867,1
9585,1
8574,1
3375,1
9351,1
2472,0
9274,0
1795,1
4774,0
4855,0
23,0
1959,1
2126,0
7015,0
3570,1
1943,1
5859,0
3464,1
6544,1
5679,1
1262,1
9199,1
8819,1
6238,1
7237,1
8324,1
1412,0
1876,1
5747,0
9104,0
7944,1
2163,1
4746,0
2752,1
8637,1
116,1
8845,1
9063,0
7400,1
6934,0
6434,1
3608,1
7150,1
1215,0
2792,0
3175,1
7381,1
7294,1
6058,0
7041,0
4827,1
4780,0
5677,1
5893,1
1734,1
4707,0
4692,1
6380,1
6689,0
1529,0
1984,0
4812,1
7403,0
3491,1
6366,0
805,0
836,0
6010,0
8573,0
9407,0
2693,0
5520,1
6182,0
8885,1
7954,1
6154,0
3787,0
3657,1
3941,0
7410,0
9220,1
3208,1
1675,0
500,1
2849,0
1227,0
1687,0
1297,0
5732,0
4581,0
3025,1
1400,1
3256,1
1210,1
5377,1
3062,0
2112,1
7380,0
611,1
8254,1
8279,1
4611,0
9061,0
5794,0
2481,1
6859,0
1447,1
8274,0
5160,0
3749,0
712,1
4484,1
3554,1
9206,0
5770,0
1163,0
9246,0
4481,0
9102,1
7813,0
9418,0
7014,0
3511,1
6805,1
1641,0
1093,0
9062,0
502,1
7301,0
1247,1
2212,1
9534,0
978,0
1958,0
453,0
7408,1
1931,1
1833,1
9419,1
2973,1
275,1
9289,1
6431,0
7635,1
325,1
1178,0
7782,0
8415,1
3433,0
2651,1
932,1
954,1
1620,0
9754,1
7584,1
4367,0
6390,1
2304,0
9848,1
2905,1
9038,0
2219,0
5198,0
799,0
3160,0
3531,0
1961,1
3508,1
6453,0
1940,0
6785,1
5907,1
1739,0
6322,1
4818,0
4885,1
209,0
4534,0
2200,1
2153,0
7689,0
9525,0
2642,1
2993,0
9506,1
8935,1
9261,0
3689,1
3873,0
9121,1
5421,0
1074,0
5710,1
9441,0
4351,0
3181,1
6474,0
6827,1
4455,1
4441,0
1838,1
7550,1
6083,1
5698,0
4978,0
7970,1
8592,0
4957,1
7085,1
4764,0
5873,1
2412,1
7113,1
6886,1
3335,1
749,0
7529,0
7963,1
2229,1
3467,1
3562,0
2747,1
3367,1
396,0
8275,1
7643,0
3891,1
278,0
3102,1
213,0
8452,0
6104,0
2981,1
4895,1
4793,0
372,0
5172,1
6411,0
9298,0
9415,1
4105,0
2050,1
5606,1
3933,1
642,0
8464,1
2150,1
2384,1
3164,1
2951,0
3978,0
8770,1
7502,0
2866,0
151,0
6209,1
1612,0
7871,0
3630,1
1763,0
3217,1
738,0
9548,0
9745,0
8900,0
2010,0
2809,1
4670,1
5448,1
5000,1
5508,0
1470,1
5350,1
5354,1
304,1
4712,0
4760,1
3110,0
3373,0
8803,0
2731,0
7042,1
6333,1
5220,0
5756,0
1972,1
8836,0
7857,0
8337,0
928,0
7273,0
850,1
3989,1
4783,1
8759,0
8436,0
3839,0
4287,0
3064,1
704,1
6754,0
1197,1
8619,0
9507,1
2333,0
3111,0
8685,0
7661,1
3036,0
37,0
5398,1
4852,0
4689,1
1808,0
4653,0
6817,1
3250,1
6791,1
8627,0
6217,0
4239,0
5983,0
7063,1
4576,0
9189,0
614,0
4010,0
1011,1
1756,1
1425,1
699,1
6340,1
8648,1
3755,0
6577,0
3233,1
3273,0
8488,1
5563,0
6429,0
4368,0
3478,1
993,0
7562,1
1201,1
9197,0
5277,1
3641,0
1336,0
7043,1
4201,0
5805,0
2938,0
2331,1
5851,1
4531,1
1085,1
9703,0
148,1
4414,1
6423,0
6659,0
7395,1
1355,1
7869,1
1877,0
6945,1
983,1
8245,1
5752,0
3681,1
695,0
6975,1
5879,1
8043,0
9489,1
7941,0
919,1
8797,1
8039,0
6352,1
4612,1
590,1
7908,1
3825,0
9661,0
8904,0
4439,1
6743,1
915,1
1627,1
9596,0
8116,1
2196,0
2875,0
8779,1
3381,1
1729,1
9723,0
4454,1
1363,0
9133,1
8739,1
8095,1
795,1
8255,1
8135,1
1724,0
9464,0
1325,1
9060,0
9243,0
189,0
3324,1
4794,0
1948,1
9012,1
8334,1
2094,0
5601,1
7123,0
2437,0
3257,0
4727,0
3706,1
6619,0
5175,0
8133,1
5340,1
1385,0
4236,0
7752,1
2505,1
747,0
3675,0
2637,0
9620,1
7783,0
3901,0
6020,1
5718,1
9569,1
3932,0
7283,0
741,0
964,1
6184,1
7849,0
3623,0
5425,0
8496,0
5023,1
6324,0
493,1
4682,0
507,0
2187,1
7546,0
2741,0
8673,1
5110,0
5352,0
290,0
1445,1
5720,0
5431,1
970,1
945,0
6871,1
5372,1
3159,1
2684,1
8269,1
8696,1
8380,1
3178,1
671,0
5481,1
6770,1
1008,0
6783,0
6839,1
7748,1
9684,0
6497,1
2271,1
2274,0
8958,0
4613,0
84,1
3801,0
8536,1
6377,0
1619,0
6063,1
629,0
9300,1
9561,0
476,1
6481,1
3686,0
8069,1
7034,0
2079,1
4492,1
9523,1
646,1
9558,1
5921,1
5409,1
3747,0
1277,0
9457,1
4148,1
8557,1
4233,0
4028,0
762,0
8075,0
6997,1
3532,1
3114,1
1492,1
7950,1
3977,0
1287,1
8570,1
1890,1
5615,0
5618,0
4977,1
1559,1
6587,1
7658,0
6465,1
4734,0
6008,0
4889,0
9729,1
2364,0
8584,1
2569,0
8028,0
68,1
7554,1
2943,0
2306,0
4043,1
1177,0
1782,0
3418,1
7412,0
3313,0
1123,1
7425,1
7559,1
9709,1
6548,1
8545,1
3153,1
5575,1
4178,0
7809,0
887,0
7163,0
8718,1
8577,0
1024,0
7313,0
5168,0
1487,0
9204,0
2179,1
4451,1
4312,1
8169,1
2556,0
5548,0
6864,1
3748,0
8134,1
7382,0
7715,0
2841,0
8622,0
8295,0
7693,1
3434,0
1516,1
7894,0
1172,0
4211,0
6305,0
5189,1
1187,1
4345,0
8128,0
4476,1
2282,1
4123,0
1908,0
5820,1
4054,0
2044,0
5,1
9653,0
6245,0
2619,0
2296,1
1462,1
5456,0
2739,1
5150,0
7249,1
6416,0
3384,0
2759,0
9157,1
8870,1
6318,0
1875,0
5955,1
599,1
5259,0
1217,0
7556,1
3551,0
215,1
519,1
9417,0
6655,0
4768,0
7003,1
668,0
5598,1
505,0
7393,1
4215,0
1586,0
431,0
4355,0
680,0
3696,1
2780,1
473,0
2070,0
4648,1
3960,0
5132,0
4084,1
7797,0
9011,0
5977,1
1732,1
2256,1
1543,1
8794,1
9074,0
2465,1
48,1
314,0
3210,0
8105,0
3103,0
7878,1
1893,0
7463,1
6870,0
3473,1
2307,1
8591,1
3758,0
8872,1
4819,1
7392,1
1665,0
7858,0
1921,1
5950,1
865,0
6696,1
5242,0
9344,0
6824,0
7579,1
6566,0
6003,0
1454,1
421,1
881,1
5480,0
1326,1
7816,0
7178,0
9865,1
786,0
4900,1
3027,0
3325,1
7765,0
7227,0
4222,1
3370,0
6446,0
7675,1
3888,1
9530,1
4354,0
722,1
2927,0
9772,0
7767,1
8148,0
2727,1
6916,1
2344,1
3439,0
4967,0
3600,1
4055,0
9677,0
8521,1
6354,1
1818,0
4314,0
5042,1
1308,1
6113,0
1350,0
3374,0
6536,1
7448,1
3639,0
812,0
9826,0
7469,0
4639,0
1631,0
5716,1
3533,1
3850,1
4442,1
3740,1
6936,1
2786,0
5233,0
1705,0
6679,1
7768,1
3016,1
1408,0
6920,0
7742,1
3400,1
8009,1
9311,1
672,1
2867,0
9512,0
6222,0
4693,1
5151,1
4483,1
9192,1
4523,1
5026,0
3350,0
6836,1
7136,0
3580,1
6309,0
1983,0
9369,1
705,0
3394,1
8120,0
9750,1
1103,0
875,1
9649,1
2413,1
9247,1
7263,1
4993,1
9050,0
4248,1
6709,0
7180,0
5836,1
5412,1
9839,1
2742,1
9602,1
3280,1
9067,0
4393,0
1098,0
8373,0
5852,1
7026,1
3829,0
2991,0
3844,0
8494,1
4806,0
145,1
5503,1
8616,1
5641,1
1901,0
7711,1
169,1
1774,0
7161,0
8347,1
2575,1
274,1
8234,1
5785,1
7545,0
8731,0
4951,0
4769,0
6271,1
9130,0
7648,1
3034,1
3354,0
8417,1
5177,0
7067,1
1191,1
8101,0
2144,0
2975,1
3512,0
9503,1
7652,1
8972,1
1490,0
2547,1
803,0
4015,1
6680,0
4456,0
4256,0
1999,1
2004,0
8328,0
455,1
6961,0
9379,1
6853,0
5046,0
1837,1
4080,1
115,0
6388,1
5655,0
3383,1
8407,0
6087,0
3489,0
4896,1
2536,0
5040,1
6760,0
6355,1
752,1
7055,0
407,1
7728,0
4799,1
4762,1
5310,0
4129,0
8743,1
3928,1
960,0
1399,0
4690,0
1634,0
6638,1
7604,0
5918,1
8250,1
1589,0
4840,1
9707,1
1858,1
849,0
2008,0
8719,0
9720,1
5483,1
9849,0
8581,1
1311,0
6034,0
358,1
2573,1
4428,0
6166,0
6910,1
4350,1
9461,0
4800,1
5252,1
2363,0
6221,0
7323,1
4920,1
7434,0
1879,1
5308,0
288,0
4881,1
3197,1
4902,1
5419,1
1862,0
550,1
182,1
4221,0
1951,0
5305,1
3842,1
341,0
4989,0
8954,1
3035,0
6525,1
8404,0
5584,1
4014,1
6546,0
3650,0
283,0
1161,1
1998,1
2287,0
430,1
2185,1
2003,0
91,0
9339,1
4478,1
3712,1
9191,1
9467,1
6176,1
918,1
4293,1
3884,1
5605,0
3918,1
8707,1
6037,0
8886,1
5680,0
2278,0
890,1
1456,0
4691,0
757,1
3018,0
6847,1
8256,0
6494,0
8596,1
6725,1
2058,0
8226,1
1414,0
3198,1
7610,1
4472,1
5122,1
3225,1
3056,0
4307,1
2795,0
2237,1
2574,0
4887,1
1822,1
5561,1
3132,0
7570,1
9132,0
1969,1
8658,1
4160,0
8367,0
9360,0
819,0
2452,1
6777,1
6407,1
4593,0
5359,0
9696,0
423,1
8100,0
9229,1
7962,1
7473,0
5493,1
8453,0
6206,0
9648,1
2988,0
7914,1
3604,1
447,0
8834,0
1513,0
6274,0
1365,1
3942,0
7612,1
503,0
7655,0
7402,1
4177,1
4748,1
1036,0
7521,0
4922,1
6076,1
938,0
3126,0
8442,1
5556,1
9476,0
2746,1
1019,0
3695,1
3516,1
3199,1
8143,1
8792,0
1450,1
1370,1
4866,0
6553,0
1484,0
8108,1
8365,1
2380,1
991,1
6385,0
1472,1
7761,0
6496,0
8036,1
5027,1
5205,0
2580,0
1346,1
5314,0
4825,1
9240,1
3605,0
5300,1
239,0
3819,0
4590,0
54,0
2963,0
9276,0
664,1
7840,0
5821,0
5565,0
2303,0
119,0
5814,1
6362,0
8901,0
1686,0
1112,1
8384,1
965,0
7631,1
4262,1
1622,0
9656,0
5651,0
7151,1
8865,1
4163,0
559,0
6670,0
9391,0
7297,1
4949,1
1001,1
7817,1
1728,0
6557,1
1945,0
8160,1
8812,1
8654,0
6478,1
2356,0
85,1
5437,0
5661,1
6775,1
362,0
5478,0
7098,1
3098,1
9178,0
1132,0
7505,1
8991,0
2194,1
1495,0
5039,1
106,1
3711,0
5953,0
165,1
1169,0
4196,0
7081,1
9732,0
3638,0
6303,1
6682,0
8997,0
9793,1
9673,0
265,1
6094,0
7893,0
2783,1
6097,0
8383,0
1181,1
9099,0
9027,1
6295,1
8218,0
3138,0
3047,1
8833,0
9700,0
3515,0
4706,0
6771,0
9222,1
6510,0
9809,1
626,1
4050,0
1618,1
2346,0
8705,1
8070,1
1463,1
4049,0
349,0
3301,0
9681,0
5877,0
4124,1
1551,1
1610,0
6400,1
2059,1
8379,0
1493,0
2892,0
6470,1
1865,1
3145,1
4209,1
972,1
4227,1
5810,1
1361,0
6880,0
3661,0
4229,0
9170,1
1225,1
7968,0
1289,1
1281,1
9733,1
9776,0
6237,0
682,1
7479,0
6298,0
253,1
6579,1
8552,1
2042,1
5996,1
4188,1
4980,0
6902,1
7701,1
1372,0
2634,0
8927,1
2214,1
906,1
5769,0
1034,0
4187,1
1752,0
7001,1
1539,0
6116,0
9447,1
1461,1
5261,0
783,1
4710,1
4401,1
9318,0
600,0
7965,1
1298,0
2542,1
2735,1
258,1
2857,0
1109,0
3859,0
1320,1
6402,0
441,1
8096,0
6259,1
3263,0
8413,1
1265,1
4937,0
4915,0
7088,0
5555,0
8178,0
8210,0
8233,0
7578,0
8783,0
440,1
8461,1
3169,1
2377,0
7864,0
2365,0
653,0
8562,0
7170,0
3341,1
1115,1
3011,0
5399,1
7148,1
9726,0
9690,0
2813,1
1154,0
5342,1
1347,1
8019,0
2342,1
1889,1
3010,0
1750,0
1483,1
1920,1
7553,1
4434,0
5294,1
4380,1
5269,0
7942,1
7998,0
8268,1
2302,0
1544,1
1510,1
9616,1
250,1
7066,0
7303,1
8918,1
7602,1
6727,1
9529,1
6840,0
3778,1
9338,0
8713,0
497,0
2141,1
8626,1
3425,0
1834,1
2985,1
9046,0
8599,1
7461,0
7122,0
6741,0
1938,0
5357,0
5413,0
9225,1
3369,1
1970,1
941,0
8022,0
6050,1
3594,0
4241,0
8670,0
7213,1
5968,1
6192,0
7466,0
8717,0
1335,1
5007,0
4479,0
9562,0
1886,0
4331,1
5611,0
2749,0
9683,0
1952,1
8124,1
8023,0
4335,0
2748,0
9093,1
8930,0
841,0
2697,1
8339,0
937,0
6900,1
5213,1
1232,0
5919,0
6660,0
9190,0
5333,1
4564,1
8192,0
2300,1
6417,0
6123,1
8547,0
5289,1
2119,0
7603,1
5408,0
1927,1
555,0
5460,0
7654,1
3985,0
1065,1
5612,1
5286,0
3854,0
667,0
4067,1
4238,1
6636,0
5109,1
6555,0
5414,0
6792,1
5964,1
2942,0
7052,0
9533,1
8854,1
2405,1
6746,0
1680,1
5331,0
6329,1
5654,1
6633,1
2441,1
7373,0
7065,0
9087,0
6469,1
6036,0
9323,1
8891,0
2616,1
7906,0
4409,0
7449,0
2313,0
2095,1
9080,0
6979,1
7815,0
1285,0
2060,1
6972,0
5943,0
3937,0
2463,1
1500,1
8127,0
5845,0
1030,0
4119,1
3916,1
1579,1
1200,1
546,1
4255,0
8906,0
1585,0
5839,0
7252,1
5967,0
6124,0
5171,0
7734,1
1124,1
6976,1
2694,0
1522,0
306,0
2511,0
9026,0
147,0
7349,0
9073,1
8003,1
384,1
9844,1
7474,0
2293,1
9207,0
1663,0
1906,0
7117,0
5532,0
7507,0
8204,1
8989,0
7062,0
2012,0
2178,1
5643,1
4206,1
1266,0
7031,0
3954,0
3671,0
917,1
5393,1
5951,0
8666,1
5179,1
5446,1
365,1
1713,0
6524,0
5984,1
1379,1
45,0
6898,0
3769,1
1422,1
1125,0
273,0
9268,1
5057,0
6843,1
4056,0
976,0
1985,0
1791,1
4092,0
5855,0
5745,0
4974,1
701,1
3008,1
8107,1
7702,1
4161,1
9625,0
4599,1
4146,1
7687,0
4034,1
1950,1
3707,0
7225,0
3026,1
534,0
1340,1
3541,1
2850,1
7114,1
9714,0
9876,0
8475,1
8313,1
6707,0
4629,0
5169,0
8030,0
6101,0
4788,1
5141,1
7596,1
3688,1
8305,0
399,1
7286,0
6664,0
2184,0
6391,0
8617,0
7484,1
5074,0
5795,1
4813,1
714,0
2101,0
7162,0
55,0
5162,1
860,0
3721,1
7173,0
5014,1
1583,0
8895,0
7685,1
7591,1
8528,1
8594,1
1923,0
286,0
2870,1
9727,0
140,0
4267,0
1392,0
2000,0
1899,1
2434,0
7317,1
8154,1
5853,0
6009,1
818,1
9828,0
612,0
3220,1
5920,1
1362,1
8005,0
4265,0
8948,0
3243,1
2688,1
2734,1
5676,1
8194,1
3792,0
3416,0
7929,1
5494,1
1880,0
5937,0
1711,0
6947,0
227,1
2191,0
3429,1
1888,0
5846,0
2623,1
6761,1
6047,0
1419,0
2361,1
7005,0
6534,0
1802,1
879,0
4996,1
5206,0
2283,0
6156,0
6012,1
6023,1
8491,0
6351,0
1689,1
2621,0
3117,1
2984,0
5682,1
4535,0
8806,1
5245,1
8016,1
8050,0
4995,1
973,0
5657,0
990,1
3282,1
1268,0
8191,1
8138,1
4103,0
3851,1
8196,1
4775,0
8579,1
7278,0
8572,1
5192,0
3746,1
617,1
5522,0
5380,1
386,1
790,1
9333,1
4846,0
9376,1
1914,0
142,1
178,1
7920,0
7206,0
9186,1
3870,0
2467,0
935,0
8034,0
6538,1
3790,0
3204,0
8132,0
2347,1
7887,0
4407,0
7475,1
8223,0
5445,0
1118,1
2078,1
3128,0
1755,0
673,0
190,0
6958,0
4916,0
9582,0
7979,1
9069,1
9524,0
2618,1
2781,1
3503,1
6173,1
1754,0
6893,0
9211,0
2485,0
5897,0
8351,1
7764,0
9064,1
4749,1
8996,1
2218,0
8469,0
280,1
4983,1
1751,0
6634,1
7585,1
4207,0
7769,0
3980,0
9110,0
4804,1
8259,1
1364,1
1617,0
7566,0
3534,1
5989,1
1303,1
7540,0
9730,1
5090,1
4518,1
9258,0
8087,1
3648,1
492,1
3537,0
1891,1
3779,0
3038,1
9787,0
9710,0
4972,0
6024,0
6170,0
1786,1
9638,0
3973,1
1339,0
4879,1
8583,0
3028,0
3878,1
1967,1
7889,0
7127,0
7885,0
308,1
6049,0
2350,0
6043,0
4659,1
3786,1
5673,0
1953,1
7807,0
806,0
3342,0
4369,0
670,0
7794,1
6321,1
9331,0
9515,0
2242,1
4837,0
8855,0
6177,1
7541,1
5159,1
3958,1
4152,1
9023,1
9350,1
2706,0
3902,0
9760,0
3720,1
1854,0
5801,1
4096,0
4785,0
3449,1
4275,0
2483,1
9349,1
2806,1
9535,1
1114,0
4810,0
3398,1
2077,1
2690,0
8541,1
6014,0
7016,0
2730,0
7285,0
3872,1
9437,0
758,1
8737,1
2011,1
8580,1
2543,0
5353,1
1390,0
5807,0
1306,0
9355,0
3267,1
469,0
3360,0
4802,1
9762,1
8503,0
9399,1
7951,0
6273,0
2142,1
5475,0
5389,1
50,0
5902,1
7839,0
4180,0
7901,1
5009,1
188,0
9397,1
785,0
8698,1
3504,0
3417,0
5754,1
8061,1
7166,1
2593,0
6889,1
9722,0
2941,0
2247,1
1117,0
6987,0
2270,1
7068,1
9496,1
3927,1
1404,0
9483,0
2383,0
4789,0
2127,1
3241,0
8998,1
8280,1
5180,1
5812,0
4537,1
5725,0
2983,1
8978,1
8763,0
4115,0
8241,1
6072,0
6514,1
5695,0
2080,1
923,1
2906,1
5444,1
9346,1
8722,0
4046,1
5549,1
6133,1
4650,1
8585,1
3651,1
6647,0
7964,1
6713,1
7649,0
5908,1
8102,1
6089,0
558,0
6591,0
1806,1
5973,1
2049,0
9798,1
7568,0
6989,0
2430,1
1530,1
3485,0
3304,1
401,1
9065,0
76,0
1971,1
6908,0
9288,0
7548,0
9756,1
2334,1
5674,1
6374,0
5694,1
1578,1
3411,1
2673,1
9297,0
9116,0
9033,0
5650,0
8772,0
1329,1
8668,1
5564,0
9210,0
6952,0
5723,1
6763,0
727,0
9838,0
6912,1
3494,0
4240,1
8804,1
601,0
2789,1
2014,0
6393,0
9284,1
1910,1
1206,1
1344,0
1279,1
1674,0
9821,0
8962,0
1410,0
8762,1
5583,1
1990,1
1040,0
2039,0
9100,0
5798,1
6252,1
4500,0
1378,1
2670,0
1626,0
6569,0
7289,0
4747,1
3493,1
3622,0
1374,0
9436,0
7723,1
3480,1
35,0
6521,1
2925,0
3889,0
9517,0
9307,1
6684,0
7820,0
8598,1
9763,0
4600,0
6315,1
5825,0
4257,0
1716,0
4943,0
1672,0
3226,1
7311,0
7242,0
1831,1
5628,0
7724,0
8513,1
9124,0
9668,1
3947,1
1587,1
8055,0
6951,0
6861,0
633,0
687,0
3890,0
6711,1
2410,0
4761,0
5741,1
2551,1
4378,1
1440,1
7607,0
1016,1
9621,0
4352,1
9283,1
2843,0
994,1
7700,0
2175,0
2912,1
8485,0
5912,0
2474,1
8830,1
9232,1
9458,1
4923,1
8438,0
2134,0
8460,1
1912,1
3666,1
419,0
388,1
4190,0
5146,1
337,1
1212,1
4199,1
1778,1
7334,1
1638,0
5073,0
4835,1
2048,1
1805,0
9854,1
6055,1
561,0
9502,1
415,0
651,0
9576,0
1676,1
4459,1
3362,0
7120,1
3440,1
5071,0
1942,1
4232,0
5063,1
7487,0
986,0
3213,1
4547,1
5696,0
1655,1
1554,0
3214,0
5392,1
9633,0
1394,1
6031,1
5861,1
4854,1
5215,0
3326,0
3765,1
2816,1
5844,0
6726,1
9055,0
7678,0
6564,1
5771,0
4604,0
7792,0
6257,1
8530,0
4363,1
7837,1
6926,1
6616,0
6186,0
5784,0
2713,0
4704,1
5384,0
377,0
2520,0
1753,0
7780,0
8431,1
9233,1
7827,1
4078,1
8720,1
218,1
4911,1
8006,1
1256,0
478,0
8659,0
3340,1
3497,0
7564,0
3042,0
9209,0
4349,0
7710,0
6874,1
428,0
8771,0
3393,1
1433,1
2862,1
8193,0
6512,0
4717,1
512,0
6483,0
8881,0
2682,0
2317,0
1067,0
2657,0
282,1
5757,0
764,0
6806,0
1995,0
9644,0
406,0
3986,0
9631,0
9270,0
287,1
9752,1
201,1
9738,1
3744,1
3788,1
4847,0
93,1
3921,1
6243,1
3867,0
956,0
8429,0
9595,0
3431,1
1564,1
225,0
756,1
4037,0
7733,1
42,1
8342,1
9759,1
8098,1
7171,0
3176,1
536,1
6866,1
1371,1
1812,1
940,1
4842,0
3090,1
8421,0
6147,0
7697,0
7755,0
3908,0
9152,1
6654,0
9565,1
2674,1
8045,1
247,1
8825,1
4946,0
9314,0
1351,1
9557,1
9144,0
8168,0
2858,1
528,1
114,1
5155,0
7973,0
57,1
8625,0
5786,1
5433,0
7530,0
13,0
3443,0
2259,1
7082,1
5432,1
926,0
2833,0
959,0
229,1
8423,1
5808,0
6558,0
690,1
8263,0
3548,0
4919,0
4888,0
3561,0
7271,0
557,1
267,0
1497,1
5712,0
5435,1
7747,1
3318,1
891,1
6600,0
153,0
7640,0
2720,1
360,0
3166,0
9792,0
3700,1
9833,1
888,0
5791,1
4303,0
8575,0
3022,1
3777,1
4634,1
8727,0
2103,1
8051,0
1867,1
3270,1
6772,1
6598,1
321,0
9125,1
3033,0
3065,1
2081,0
4059,0
2827,1
4259,0
9195,1
8732,1
7427,0
4329,0
2395,0
3835,1
6284,1
186,0
2757,0
9713,0
3238,0
1446,0
8859,0
8177,1
7256,1
8248,0
356,1
1455,1
4601,1
2881,1
4897,0
1941,0
6731,1
9086,1
9488,1
793,0
4217,1
324,1
2563,1
6327,0
2744,0
7460,1
3822,0
5688,0
1147,0
8447,0
5407,1
9267,0
8542,0
5866,1
2526,1
9465,0
1432,1
9459,1
5551,0
1553,1
3723,0
2656,0
410,0
8816,1
3074,0
2560,0
2476,1
3492,1
813,0
2723,0
9040,0
5847,1
461,1
8024,1
1389,1
5358,0
1049,0
5932,1
5729,1
8571,0
1518,1
3072,0
9453,1
6671,1
5049,0
4773,0
3228,0
2555,0
3883,0
8360,0
4371,0
5104,0
8650,0
7053,1
5824,1
920,1
7913,1
8966,0
6250,1
6814,0
944,1
4448,1
28,0
7481,1
6734,1
723,0
3188,0
5570,1
1427,0
